method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,selected_classifier_epoch,selected_dsls_epoch,selected_csda_epoch,selected_icdm_epoch,threshold_hc,dsls_singular1,dsls_singular2,dsls_singular3,dsls_shared_energy_fraction,dsls_asd_score_mean,dsls_asd_score_std,dsls_hc_score_mean,dsls_hc_score_std,dsls_std_floor,dsls_parameter_l2,dsls_mean_abs_delta,csda_num_sites,csda_cross_site_positive_pairs,csda_cross_site_same_y_cos,csda_same_site_same_y_cos,csda_opposite_y_cos,csda_site_retrieval_accuracy,csda_profile_std_floor,csda_projection_l2,csda_head_l2,csda_mean_abs_delta,icdm_mean_abs_roi_prompt,icdm_mean_abs_edge_log_gate,icdm_mean_edge_factor,icdm_std_edge_factor,icdm_factor_min,icdm_factor_max,icdm_fraction_gt1,icdm_mean_abs_fc_change,icdm_down_l2,icdm_up_l2,task_seconds,n_test,status
csda,internal_fold,7,5,0.6798131811105345,0.6600731306335599,0.6444444444444444,0.6377789309807992,33.0,30.0,nan,142.0,nan,0.4959552586078644,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206306.0,0.10590234398841858,0.1166849210858345,-0.08876262605190277,0.38724035024642944,0.001320271659642458,8.205052375793457,1.034253478050232,0.35754022002220154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,751.5215041637421,88,PASS
icdm,internal_fold,7,5,0.6953814218993254,0.6519354246505256,0.6585365853658536,0.6896730669434354,33.0,30.0,nan,nan,91.0,0.4122594892978668,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09561941772699356,0.09493321925401688,1.0996193885803223,0.013126000761985779,0.9048900604248047,1.1051709651947021,0.9992126822471619,0.016020439565181732,8.248941421508789,5.5832695960998535,751.5215041637421,88,PASS
baseline,internal_fold,7,6,0.8297872340425532,0.536261122776088,0.6666666666666666,0.701868188894655,27.0,25.0,nan,nan,nan,0.40482038259506226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,324.77104353904724,88,PASS
dsls,internal_fold,7,6,0.8297872340425532,0.536261123846388,0.6666666666666666,0.701868188894655,27.0,25.0,0.0,nan,nan,0.40482035279273987,747.5392456054688,665.8318481445312,545.8311767578125,0.043275974690914154,-0.13197149336338043,1.4452733993530273,2.188637466815635e-07,0.9999839663505554,0.02090498059988022,1.8767255544662476,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,324.77104353904724,88,PASS
csda,internal_fold,7,6,0.832381940840685,0.5332934022268982,0.7294117647058823,0.7444213803840165,27.0,25.0,nan,41.0,nan,0.44419845938682556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206304.0,0.019302062690258026,0.03670934587717056,-0.009061075747013092,0.229970321059227,0.0015107500366866589,7.922641277313232,0.2393328994512558,0.045458972454071045,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,324.77104353904724,88,PASS
icdm,internal_fold,7,6,0.8297872340425532,0.536261123846388,0.6666666666666666,0.701868188894655,27.0,25.0,nan,nan,0.0,0.40482035279273987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.501527786254883,0.0,324.77104353904724,88,PASS
baseline,internal_fold,7,7,0.726517903476907,0.5916833234058831,0.5714285714285715,0.5967825635703166,46.0,52.0,nan,nan,nan,0.3905033469200134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,227.5793297290802,88,PASS
dsls,internal_fold,7,7,0.726517903476907,0.5916833266048368,0.5714285714285715,0.5967825635703166,46.0,52.0,0.0,nan,nan,0.3905033469200134,715.5050048828125,668.658935546875,612.55615234375,0.04675111547112465,0.493975967168808,1.2985817193984985,-1.1432057789306782e-07,0.999983549118042,0.02043505758047104,2.1277458667755127,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,227.5793297290802,88,PASS
csda,internal_fold,7,7,0.7270368448365334,0.591612344978668,0.5783132530120482,0.6089776855215361,46.0,52.0,nan,1.0,nan,0.39048004150390625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206816.0,0.013598683290183544,0.06741836667060852,0.01421161275357008,0.1721068173646927,0.001303722243756056,7.677021503448486,0.005742027424275875,0.0014266697689890862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,227.5793297290802,88,PASS
icdm,internal_fold,7,7,0.726517903476907,0.5916833266048368,0.5714285714285715,0.5967825635703166,46.0,52.0,nan,nan,0.0,0.3905033469200134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.522780895233154,0.0,227.5793297290802,88,PASS
baseline,internal_fold,7,8,0.7145822522055009,0.6223320298957251,0.5925925925925926,0.6333679294239751,26.0,45.0,nan,nan,nan,0.41655442118644714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,341.26206612586975,88,PASS
dsls,internal_fold,7,8,0.7145822522055009,0.6223320286379433,0.5925925925925926,0.6333679294239751,26.0,45.0,0.0,nan,nan,0.41655442118644714,796.033203125,678.55517578125,593.8593139648438,0.04776141420006752,-0.06951755285263062,1.3506053686141968,4.833554498873127e-07,0.9999830722808838,0.019248637557029727,1.8325777053833008,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,341.26206612586975,88,PASS
csda,internal_fold,7,8,0.7166580176440063,0.6206928749195805,0.5641025641025641,0.6242864556305138,26.0,45.0,nan,35.0,nan,0.39410457015037537,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206430.0,0.017066581174731255,0.037010565400123596,-0.0031869818922132254,0.22848664224147797,0.0014192688278853894,7.910864353179932,0.18831947445869446,0.033685799688100815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,341.26206612586975,88,PASS
icdm,internal_fold,7,8,0.7145822522055009,0.6224099657837194,0.5925925925925926,0.6333679294239751,26.0,45.0,nan,nan,10.0,0.4165560007095337,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.006546252407133579,0.006527063436806202,1.006518840789795,0.011049174703657627,0.967008113861084,1.0761666297912598,0.9203835725784302,0.0012368533061817288,5.684405326843262,0.7862895131111145,341.26206612586975,88,PASS
baseline,internal_fold,7,9,0.7197716658017643,0.6124259330257533,0.7090909090909091,0.6222106901920083,30.0,49.0,nan,nan,nan,0.5305851101875305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,355.74046564102173,88,PASS
dsls,internal_fold,7,9,0.7197716658017643,0.6124259351694398,0.7090909090909091,0.6222106901920083,30.0,49.0,0.0,nan,nan,0.5305851101875305,770.6510620117188,655.843994140625,584.1724243164062,0.047391023486852646,0.39249858260154724,1.3848419189453125,-9.08547747258126e-07,0.9999834895133972,0.01839631199836731,1.9255900382995605,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,355.74046564102173,88,PASS
csda,internal_fold,7,9,0.7197716658017643,0.6123578684639317,0.7090909090909091,0.6222106901920083,30.0,49.0,nan,2.0,nan,0.5303943753242493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206282.0,0.01323464885354042,0.05611763894557953,0.013411074876785278,0.1721068173646927,0.001293086726218462,7.726344108581543,0.011380482465028763,0.002335804048925638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,355.74046564102173,88,PASS
icdm,internal_fold,7,9,0.7192527244421381,0.6154487041303837,0.7090909090909091,0.6222106901920083,30.0,49.0,nan,nan,149.0,0.5336906909942627,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0984911322593689,0.09792481362819672,1.1028975248336792,0.00950672384351492,0.9048402309417725,1.1051709651947021,0.9997217655181885,0.016739550977945328,8.82097339630127,6.448636054992676,355.74046564102173,88,PASS
baseline,internal_oof,7,all,0.7336652821134646,0.6045645412124235,0.6502242152466368,0.6478419029436805,35.5,44.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,455.3419570207596,882,PASS
dsls,internal_oof,7,all,0.7342173834524393,0.6044110490692446,0.6440677966101696,0.6448982224400815,35.5,44.4,5.5,nan,nan,nan,767.3075317382812,680.1515319824218,575.6075988769531,0.046859117597341536,0.13292261362075805,1.3636805653572082,-1.199613492985918e-08,0.999983423948288,0.019356107860803603,2.034763288497925,0.009646853059530258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,455.3419570207596,882,PASS
csda,internal_oof,7,all,0.7285364154691572,0.609640778432446,0.6637837837837838,0.6467660793065194,35.5,44.4,nan,54.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.9,206674.2,0.03963373494334519,0.06771531477570533,-0.020348313893191517,0.2608308598399162,0.0013707819115370513,7.900006866455078,0.36522331265732644,0.10805421243421734,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,455.3419570207596,882,PASS
icdm,internal_oof,7,all,0.7330306235649235,0.6058862648899407,0.6532438478747203,0.6499832305668067,35.5,44.4,nan,nan,54.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03967889854684472,0.03941450910642743,1.041361665725708,0.005504552181810141,0.9586416482925415,1.0496850490570069,0.49178666472434995,0.006776688352692873,6.820472717285156,2.599511796236038,455.3419570207596,882,PASS
baseline,caltech,7,external,0.6345029239766082,0.7203324976700892,0.6363636363636364,0.5628654970760234,30.0,81.0,nan,nan,nan,0.6075054407119751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,284.6156930923462,37,PASS
dsls,caltech,7,external,0.6345029239766082,0.7203325008263961,0.6363636363636364,0.5628654970760234,30.0,81.0,0.0,nan,nan,0.6075054407119751,803.231689453125,734.9949340820312,607.4756469726562,0.044852565973997116,-0.12433291226625443,1.2978795766830444,6.796740308345761e-07,0.9999778866767883,0.019226260483264923,1.9910117387771606,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,284.6156930923462,37,PASS
csda,caltech,7,external,0.6345029239766082,0.7203325008263961,0.6363636363636364,0.5628654970760234,30.0,81.0,nan,0.0,nan,0.6075054407119751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,285310.0,0.03342791274189949,0.10396208614110947,0.03564007207751274,0.20807062089443207,0.0013420499861240389,7.708683490753174,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,284.6156930923462,37,PASS
icdm,caltech,7,external,0.631578947368421,0.7262444432807865,0.6363636363636364,0.5628654970760234,30.0,81.0,nan,nan,18.0,0.6107772588729858,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.019958151504397392,0.019910072907805443,1.0201932191848755,0.013848955743014812,0.9527088403701782,1.0959466695785522,0.9940874576568604,0.003492670366540551,5.903895854949951,1.4461429119110107,284.6156930923462,37,PASS
baseline,abide2,7,external,0.7402718058968059,0.6026907087947516,0.7433439829605964,0.6428094287469288,30.0,81.0,nan,nan,nan,0.6075054407119751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,284.6156930923462,727,PASS
dsls,abide2,7,external,0.7402718058968059,0.6026907078709627,0.7433439829605964,0.6428094287469288,30.0,81.0,0.0,nan,nan,0.6075054407119751,803.231689453125,734.9949340820312,607.4756469726562,0.044852565973997116,-0.12433291226625443,1.2978795766830444,6.796740308345761e-07,0.9999778866767883,0.019226260483264923,1.9910117387771606,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,284.6156930923462,727,PASS
csda,abide2,7,external,0.7402718058968059,0.6026907078709627,0.7433439829605964,0.6428094287469288,30.0,81.0,nan,0.0,nan,0.6075054407119751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,285310.0,0.03342791274189949,0.10396208614110947,0.03564007207751274,0.20807062089443207,0.0013420499861240389,7.708683490753174,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,284.6156930923462,727,PASS
icdm,abide2,7,external,0.7401489557739558,0.6037296476867829,0.7425531914893617,0.6412469287469288,30.0,81.0,nan,nan,18.0,0.6107772588729858,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.019958151504397392,0.019910072907805443,1.0201932191848755,0.013848955743014812,0.9527088403701782,1.0959466695785522,0.9940874576568604,0.003492670366540551,5.903895854949951,1.4461429119110107,284.6156930923462,727,PASS
baseline,internal_fold,8,0,0.7907801418439716,0.5922624620802969,0.7422680412371133,0.7163120567375887,46.0,23.0,nan,nan,nan,0.47289472818374634,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,839.3814606666565,89,PASS
dsls,internal_fold,8,0,0.790273556231003,0.5973464171939328,0.7,0.7383485309017224,46.0,23.0,105.0,nan,nan,0.4032983183860779,841.8389282226562,697.7643432617188,506.5852966308594,0.04590316861867905,-0.1897139549255371,1.4152660369873047,5.064201218374365e-07,0.9999833106994629,0.019434584677219393,2.1262056827545166,0.12879899144172668,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,839.3814606666565,89,PASS
csda,internal_fold,8,0,0.7897669706180344,0.5908231815209474,0.7499999999999999,0.7282168186423505,46.0,23.0,nan,30.0,nan,0.4759124517440796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206958.0,0.008661989122629166,0.029481079429388046,-0.003989329095929861,0.18991097807884216,0.0013084150850772858,7.846810340881348,0.16276274621486664,0.027202030643820763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,839.3814606666565,89,PASS
icdm,internal_fold,8,0,0.7907801418439716,0.5884062887597442,0.7422680412371133,0.7163120567375887,46.0,23.0,nan,nan,149.0,0.46994897723197937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0977768525481224,0.09740044921636581,1.1023352146148682,0.009789799340069294,0.9048557877540588,1.1051709651947021,0.9997456073760986,0.017312821000814438,8.791662216186523,6.394982814788818,839.3814606666565,89,PASS
baseline,internal_fold,8,1,0.6757852077001014,0.6635192921878026,0.631578947368421,0.6048632218844985,20.0,59.0,nan,nan,nan,0.4946523904800415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,384.71827244758606,89,PASS
dsls,internal_fold,8,1,0.6757852077001014,0.6635192891927025,0.631578947368421,0.6048632218844985,20.0,59.0,0.0,nan,nan,0.4946523904800415,741.6172485351562,677.3495483398438,580.7222290039062,0.047402508556842804,0.36901214718818665,1.3648567199707031,-6.919403290339687e-07,0.9999840259552002,0.019050909578800203,2.167689800262451,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,384.71827244758606,89,PASS
csda,internal_fold,8,1,0.6783181357649443,0.6696518261006109,0.5348837209302325,0.5542046605876393,20.0,59.0,nan,149.0,nan,0.4411579668521881,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,207260.0,0.09188811480998993,0.10564614087343216,-0.07391127198934555,0.45103856921195984,0.0013496529310941697,8.240856170654297,1.048671007156372,0.32661932706832886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,384.71827244758606,89,PASS
icdm,internal_fold,8,1,0.6757852077001014,0.6635192891927025,0.631578947368421,0.6048632218844985,20.0,59.0,nan,nan,0.0,0.4946523904800415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.495486736297607,0.0,384.71827244758606,89,PASS
baseline,internal_fold,8,2,0.7406832298136645,0.6056039711687963,0.7083333333333334,0.6790890269151139,48.0,46.0,nan,nan,nan,0.44463422894477844,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,582.5830411911011,88,PASS
dsls,internal_fold,8,2,0.7505175983436853,0.6003295881476407,0.7142857142857143,0.6780538302277432,48.0,46.0,149.0,nan,nan,0.46008002758026123,788.2271728515625,720.450927734375,587.2632446289062,0.05032847821712494,0.3385261297225952,1.3463997840881348,3.36944879109069e-07,0.999983012676239,0.018420960009098052,2.381178140640259,0.1906375139951706,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,582.5830411911011,88,PASS
csda,internal_fold,8,2,0.7417184265010351,0.608152782414826,0.7010309278350515,0.6671842650103519,48.0,46.0,nan,32.0,nan,0.47638845443725586,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206870.0,0.015563500113785267,0.03951852396130562,-0.005836112424731255,0.21958456933498383,0.0013521522283554078,7.9033331871032715,0.1653251051902771,0.030352870002388954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,582.5830411911011,88,PASS
icdm,internal_fold,8,2,0.7412008281573498,0.6055837748079906,0.7083333333333334,0.6790890269151139,48.0,46.0,nan,nan,5.0,0.4446108341217041,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002650914480909705,0.002638069447129965,1.0026366710662842,0.0035186016466468573,0.992793619632721,1.0312654972076416,0.9756229519844055,0.0004673977382481098,5.575076103210449,0.39128780364990234,582.5830411911011,88,PASS
baseline,internal_fold,8,3,0.6661490683229814,0.6892169586671014,0.5925925925925927,0.6299171842650104,43.0,60.0,nan,nan,nan,0.41292116045951843,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,543.2637596130371,88,PASS
dsls,internal_fold,8,3,0.6609730848861283,0.6941154851859991,0.5853658536585366,0.6180124223602484,43.0,60.0,26.0,nan,nan,0.40739256143569946,780.4033203125,668.1024780273438,613.3563842773438,0.04812010005116463,-0.1167387068271637,1.390687346458435,-7.160078325796349e-07,0.9999836087226868,0.02041342556476593,2.2202110290527344,0.04426942393183708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,543.2637596130371,88,PASS
csda,internal_fold,8,3,0.6780538302277432,0.6872893934291847,0.5679012345679013,0.6071428571428572,43.0,60.0,nan,137.0,nan,0.36423689126968384,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206508.0,0.07915642112493515,0.0889974907040596,-0.06840819120407104,0.41394659876823425,0.001369616761803627,8.082584381103516,0.953099250793457,0.2777351140975952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,543.2637596130371,88,PASS
icdm,internal_fold,8,3,0.6645962732919255,0.6911738596428765,0.5925925925925927,0.6299171842650104,43.0,60.0,nan,nan,11.0,0.4121272563934326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.008098033256828785,0.00809471309185028,1.008131980895996,0.006537800654768944,0.9948946237564087,1.0446056127548218,0.9854928255081177,0.0015025440370664,5.715542793273926,0.8696695566177368,543.2637596130371,88,PASS
baseline,internal_fold,8,4,0.7686335403726708,0.5879392422790466,0.6813186813186812,0.6702898550724637,15.0,23.0,nan,nan,nan,0.4561921954154968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,609.2110209465027,88,PASS
dsls,internal_fold,8,4,0.7670807453416149,0.5789213771039902,0.688888888888889,0.6821946169772257,15.0,23.0,54.0,nan,nan,0.4492434561252594,771.4771728515625,679.653564453125,606.4449462890625,0.0485985167324543,-0.10012274980545044,1.3651844263076782,1.1757971662973432e-07,0.999983012676239,0.018960759043693542,2.395376205444336,0.0983198955655098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,609.2110209465027,88,PASS
csda,internal_fold,8,4,0.7701863354037266,0.5883875389424653,0.7216494845360826,0.6899585921325052,15.0,23.0,nan,37.0,nan,0.4977594017982483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,206838.0,0.016971971839666367,0.04604480043053627,-0.0019572677556425333,0.24777448177337646,0.0013706057332456114,7.905123233795166,0.20019440352916718,0.038832470774650574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,609.2110209465027,88,PASS
icdm,internal_fold,8,4,0.7686335403726708,0.5849476916456154,0.5833333333333333,0.6687370600414079,15.0,23.0,nan,nan,149.0,0.34729260206222534,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09578093886375427,0.09366384148597717,1.098070740699768,0.019484175369143486,0.904837429523468,1.1051709651947021,0.9949966073036194,0.016708459705114365,9.123139381408691,6.6809539794921875,609.2110209465027,88,PASS
baseline,internal_fold,8,5,0.7431240269849508,0.5917693300977818,0.5333333333333333,0.6152049818370524,12.0,24.0,nan,nan,nan,0.3977539539337158,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,655.1412699222565,88,PASS
dsls,internal_fold,8,5,0.7353399065905553,0.5893680025687332,0.5714285714285714,0.6364815775817333,12.0,24.0,149.0,nan,nan,0.39238253235816956,738.1856689453125,636.6703491210938,582.1146850585938,0.044768501073122025,-0.010604183189570904,1.3761687278747559,-7.498527452298731e-07,0.999983549118042,0.02186408191919327,2.5526726245880127,0.2019626647233963,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,655.1412699222565,88,PASS
csda,internal_fold,8,5,0.7431240269849508,0.5917693331559285,0.5333333333333333,0.6152049818370524,12.0,24.0,nan,0.0,nan,0.3977539539337158,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,206386.0,0.03040742129087448,0.08326486498117447,0.031430743634700775,0.1854599416255951,0.001558771636337042,7.703731060028076,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,655.1412699222565,88,PASS
icdm,internal_fold,8,5,0.7431240269849506,0.5898151357571763,0.5333333333333333,0.6152049818370524,12.0,24.0,nan,nan,149.0,0.3830621838569641,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09652715921401978,0.09470334649085999,1.0992549657821655,0.017768407240509987,0.904837429523468,1.1051709651947021,0.9957813024520874,0.01924826391041279,9.001276016235352,6.505710124969482,655.1412699222565,88,PASS
baseline,internal_fold,8,6,0.7042034250129735,0.615234317427871,0.6391752577319586,0.5980799169693825,13.0,38.0,nan,nan,nan,0.4753643274307251,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,525.8122625350952,88,PASS
dsls,internal_fold,8,6,0.6990140114167099,0.6160256529737421,0.631578947368421,0.5996367410482616,13.0,38.0,77.0,nan,nan,0.4630720317363739,754.6422119140625,681.8544311523438,591.9913940429688,0.048387035727500916,-0.4720480144023895,1.3291670083999634,1.6044992889874266e-08,0.9999836087226868,0.019080990552902223,2.359509229660034,0.07817570120096207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,525.8122625350952,88,PASS
csda,internal_fold,8,6,0.7026466009340944,0.6139227095525398,0.6964285714285714,0.5978204462895693,13.0,38.0,nan,76.0,nan,0.6307397484779358,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,207306.0,0.04189794138073921,0.05570961534976959,-0.02790248952805996,0.27151334285736084,0.0013976621441543103,7.981027126312256,0.4526551067829132,0.10089749842882156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,525.8122625350952,88,PASS
icdm,internal_fold,8,6,0.7042034250129735,0.6152343215653504,0.6391752577319586,0.5980799169693825,13.0,38.0,nan,nan,0.0,0.4753643274307251,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.565875053405762,0.0,525.8122625350952,88,PASS
baseline,internal_fold,8,7,0.7555786196159834,0.5857863080193894,0.6428571428571429,0.6652828230409964,13.0,26.0,nan,nan,nan,0.42140957713127136,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,231.69068002700806,88,PASS
dsls,internal_fold,8,7,0.7555786196159834,0.5857863128986665,0.6428571428571429,0.6652828230409964,13.0,26.0,0.0,nan,nan,0.42140960693359375,791.429443359375,707.6717529296875,679.11279296875,0.05444733425974846,0.1264023631811142,1.284813404083252,5.618254590444849e-07,0.9999827742576599,0.01886306554079056,2.0276777744293213,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,231.69068002700806,88,PASS
