method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,selected_classifier_epoch,selected_crsm_epoch,threshold_hc,n_experts,temperature,hc_centroid_norm,pca_unit_norm,pca_singular_value,sigma_margin,sigma_projection,symmetry_ratio,symmetry_scale,initial_delta_l2,expert_1_mean_mass,expert_2_mean_mass,expert_1_hard_fraction,expert_2_hard_fraction,responsibility_entropy,delta_weight_1_l2,delta_weight_2_l2,delta_weight_cosine,delta_bias_1,delta_bias_2,task_seconds,n_test,status
control_referenced_soft_multiboundary,internal_fold,2,9,0.6481577581733264,0.652513977066268,0.6153846153846154,0.6027503892060198,30.0,19.0,0.0,0.4860937297344208,2.0,1.0,23.201675415039062,1.0,144.603515625,1.0232292413711548,6.516993045806885,0.01,0.001570094027556479,0.002220448339357972,0.5016680955886841,0.4983319342136383,0.5875371098518372,0.41246291995048523,0.6930997967720032,0.001570094027556479,0.001570094027556479,-1.0,0.0,0.0,200.46156334877014,88,PASS
baseline,internal_oof,2,all,0.7265653620907613,0.6094765000894234,0.6695652173913044,0.6550656587807332,28.2,26.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,211.3085249900818,882,PASS
control_referenced_soft_multiboundary,internal_oof,2,all,0.7269575088362014,0.609003026706779,0.6731391585760518,0.6557338561956606,28.2,26.8,0.5,nan,2.0,1.0,24.522742652893065,1.0,144.86143493652344,1.246935486793518,6.986802673339843,0.009999999999999998,0.001801949949003756,0.0025483421166427435,0.501448142528534,0.4985518455505371,0.5459940642118454,0.4540059357881546,0.693071049451828,0.008137795736547559,0.007870261126663535,-0.4149361848831177,-2.424463200441096e-05,-2.4407787714153527e-05,211.30851776599883,882,PASS
baseline,caltech,2,external,0.6871345029239766,0.6217764433442471,0.6842105263157895,0.6754385964912281,24.0,41.0,nan,0.48110470175743103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,384.93768858909607,37,PASS
baseline,abide2,2,external,0.7277487714987716,0.6083242700766799,0.6868686868686869,0.6575898341523341,24.0,41.0,nan,0.48110470175743103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,384.93768858909607,727,PASS
control_referenced_soft_multiboundary,caltech,2,external,0.6871345029239766,0.6217678493155291,0.6842105263157895,0.6754385964912281,24.0,41.0,0.0,0.4811047613620758,2.0,1.0,23.28900146484375,1.0,154.32847595214844,1.5053411722183228,6.482776641845703,0.01,0.002322062151506543,0.0032838918268680573,0.5023550391197205,0.49764496088027954,0.5788146257400513,0.42118537425994873,0.6930442452430725,0.0023220619186758995,0.0023220619186758995,-1.000000238418579,0.0,0.0,384.9376838207245,37,PASS
control_referenced_soft_multiboundary,abide2,2,external,0.7277487714987716,0.6083245217672626,0.6868686868686869,0.6575898341523341,24.0,41.0,0.0,0.4811047613620758,2.0,1.0,23.28900146484375,1.0,154.32847595214844,1.5053411722183228,6.482776641845703,0.01,0.002322062151506543,0.0032838918268680573,0.5023550391197205,0.49764496088027954,0.5788146257400513,0.42118537425994873,0.6930442452430725,0.0023220619186758995,0.0023220619186758995,-1.000000238418579,0.0,0.0,384.9376838207245,727,PASS
baseline,internal_fold,3,0,0.8054711246200609,0.5225978014460134,0.7252747252747254,0.7201114488348531,44.0,75.0,nan,0.3964422345161438,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,257.9882254600525,89,PASS
control_referenced_soft_multiboundary,internal_fold,3,0,0.8054711246200609,0.5226000094870652,0.7252747252747254,0.7201114488348531,44.0,75.0,0.0,0.3964141309261322,2.0,1.0,22.793176651000977,1.0,140.0225830078125,2.261199951171875,7.30611515045166,0.01,0.003094941610470414,0.004376908298581839,0.5010194182395935,0.4989805519580841,0.6632047295570374,0.33679524064064026,0.6929270625114441,0.003094941610470414,0.003094941610470414,-1.0,0.0,0.0,257.98822236061096,89,PASS
baseline,internal_fold,3,1,0.6681864235055723,0.6370787572243733,0.6067415730337079,0.608662613981763,40.0,33.0,nan,0.4755876958370209,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,318.21210837364197,89,PASS
control_referenced_soft_multiboundary,internal_fold,3,1,0.6681864235055723,0.6370892895096594,0.6067415730337079,0.608662613981763,40.0,33.0,0.0,0.4755876958370209,2.0,1.0,23.408504486083984,1.0,148.73941040039062,1.4077253341674805,7.849030017852783,0.01,0.0017935022478923202,0.0025363953318446875,0.500286877155304,0.49971312284469604,0.6721068024635315,0.3278931677341461,0.6930660605430603,0.001793502364307642,0.001793502364307642,-1.0,0.0,0.0,318.2121047973633,89,PASS
baseline,internal_fold,3,2,0.7158385093167702,0.6188261453135627,0.6428571428571428,0.6625258799171843,50.0,46.0,nan,0.40921682119369507,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,466.89914298057556,88,PASS
control_referenced_soft_multiboundary,internal_fold,3,2,0.7158385093167702,0.6188152173930935,0.6428571428571428,0.6625258799171843,50.0,46.0,0.0,0.4088388681411743,2.0,1.0,22.921302795410156,1.0,139.951904296875,1.7668733596801758,7.406680583953857,0.01,0.0023855131585150957,0.003373625222593546,0.4999520778656006,0.5000478625297546,0.357566773891449,0.642433226108551,0.6930146217346191,0.0023855131585150957,0.0023855131585150957,-1.0000001192092896,0.0,0.0,466.8991403579712,88,PASS
baseline,internal_fold,3,3,0.6811594202898551,0.6655716316201274,0.5882352941176471,0.605072463768116,31.0,55.0,nan,0.39470598101615906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,347.9423608779907,88,PASS
control_referenced_soft_multiboundary,internal_fold,3,3,0.6811594202898551,0.665561852762184,0.5882352941176471,0.605072463768116,31.0,55.0,0.0,0.39470595121383667,2.0,1.0,23.385812759399414,0.9999999403953552,148.09457397460938,2.011904001235962,7.025628089904785,0.01,0.0028636641800403595,0.004049832466989756,0.5026330351829529,0.4973670244216919,0.5252225399017334,0.4747774600982666,0.6929643154144287,0.002863663947209716,0.002863663947209716,-1.0,0.0,0.0,347.94235706329346,88,PASS
baseline,internal_fold,3,4,0.8291925465838509,0.5407727882382773,0.8200000000000001,0.7908902691511387,30.0,40.0,nan,0.5277316570281982,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,221.27463245391846,88,PASS
control_referenced_soft_multiboundary,internal_fold,3,4,0.8291925465838509,0.5407793717134491,0.8200000000000001,0.7908902691511387,30.0,40.0,0.0,0.5277280211448669,2.0,1.0,23.093074798583984,1.0,152.4365234375,1.5650848150253296,7.5153608322143555,0.01,0.002082514576613903,0.0029451202135533094,0.5016170144081116,0.4983829855918884,0.47032639384269714,0.5296735763549805,0.6930467486381531,0.0020825143437832594,0.0020825143437832594,-1.000000238418579,0.0,0.0,221.2746250629425,88,PASS
baseline,internal_fold,3,5,0.7825635703165542,0.5676880142462534,0.6835443037974684,0.726258432797094,30.0,45.0,nan,0.385196328163147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,293.48674392700195,88,PASS
control_referenced_soft_multiboundary,internal_fold,3,5,0.7825635703165542,0.5676908588889134,0.6835443037974684,0.726258432797094,30.0,45.0,0.0,0.3851938247680664,2.0,1.0,24.734643936157227,1.0,146.05076599121094,1.6277755498886108,7.190242767333984,0.01,0.0022638672962784767,0.0032015920151025057,0.5016998052597046,0.4983001947402954,0.47922849655151367,0.5207715034484863,0.6930317282676697,0.0022638675291091204,0.0022638675291091204,-0.9999998807907104,0.0,0.0,293.4867408275604,88,PASS
baseline,internal_fold,3,6,0.7566165023352361,0.5898865831131268,0.6521739130434782,0.63622210690192,28.0,22.0,nan,0.47247418761253357,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,263.53432393074036,88,PASS
control_referenced_soft_multiboundary,internal_fold,3,6,0.7566165023352361,0.5898855554528543,0.6521739130434782,0.63622210690192,28.0,22.0,0.0,0.4724739193916321,2.0,1.0,23.820547103881836,1.0,166.41419982910156,1.0702261924743652,8.75723648071289,0.01,0.0012221048818901181,0.001728317467495799,0.5003039836883545,0.4996959865093231,0.4228486716747284,0.577151358127594,0.6930966377258301,0.00122210499830544,0.00122210499830544,-0.9999998807907104,0.0,0.0,263.5343208312988,88,PASS
baseline,internal_fold,3,7,0.7462376751427089,0.5829778194933424,0.7045454545454545,0.707836014530358,25.0,47.0,nan,0.45358023047447205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,410.5684394836426,88,PASS
control_referenced_soft_multiboundary,internal_fold,3,7,0.7462376751427089,0.5829802824842178,0.7045454545454545,0.707836014530358,25.0,47.0,0.0,0.4535716474056244,2.0,1.0,23.2901611328125,1.0,150.83909606933594,1.8156521320343018,7.978086471557617,0.01,0.002275798935443163,0.0032184659503400326,0.49982884526252747,0.5001711249351501,0.640949547290802,0.359050452709198,0.6930074095726013,0.002275798935443163,0.002275798935443163,-1.0000001192092896,0.0,0.0,410.5684325695038,88,PASS
baseline,internal_fold,3,8,0.7763362740010379,0.5886489154603333,0.7216494845360825,0.6894135962636222,34.0,26.0,nan,0.4498063027858734,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.1936492919922,88,PASS
control_referenced_soft_multiboundary,internal_fold,3,8,0.7763362740010379,0.5886472272465401,0.7216494845360825,0.6894135962636222,34.0,26.0,0.0,0.4498029947280884,2.0,1.0,22.736557006835938,1.0,150.13034057617188,1.2229963541030884,7.302438259124756,0.01,0.0016747780609875917,0.002368493936955929,0.5013885498046875,0.4986114501953125,0.48367953300476074,0.5163204669952393,0.6930829882621765,0.0016747780609875917,0.0016747780609875917,-1.0,0.0,0.0,200.19364380836487,88,PASS
baseline,internal_fold,3,9,0.6414115204981836,0.6728707675699211,0.5869565217391305,0.5677218474312403,11.0,32.0,nan,0.4749855399131775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,199.1259241104126,88,PASS
control_referenced_soft_multiboundary,internal_fold,3,9,0.6414115204981836,0.6728679148830016,0.5869565217391305,0.5677218474312403,11.0,32.0,0.0,0.4749835133552551,2.0,1.0,26.886566162109375,1.0,141.10055541992188,1.4407782554626465,7.451635837554932,0.01,0.0019335058750584722,0.0027343903202563524,0.500252366065979,0.4997476041316986,0.6320474743843079,0.36795252561569214,0.6930623054504395,0.001933505991473794,0.001933505991473794,-0.9999999403953552,0.0,0.0,199.12592005729675,88,PASS
baseline,internal_oof,3,all,0.7391553365496246,0.5986491703475051,0.6755852842809364,0.6713990867108692,32.3,42.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,297.9225550889969,882,PASS
control_referenced_soft_multiboundary,internal_oof,3,all,0.7391450168984288,0.5986490207746518,0.6755852842809364,0.6713990867108692,32.3,42.1,0.0,nan,2.0,1.0,23.70703468322754,0.9999999940395355,148.37799530029298,1.6190215945243835,7.578245449066162,0.009999999999999998,0.0021590190823189913,0.0030533141223713757,0.5008981972932816,0.4991017907857895,0.5347180962562561,0.46528189778327944,0.6930299878120423,0.0021590190939605237,0.0021590190939605237,-1.0000000178813935,0.0,0.0,297.9225507736206,882,PASS
baseline,caltech,3,external,0.6228070175438596,0.6747906747294932,0.5714285714285715,0.5102339181286549,8.0,61.0,nan,0.5573999285697937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,212.2705044746399,37,PASS
baseline,abide2,3,external,0.7388129606879608,0.5983668144062828,0.740990990990991,0.6666769041769042,8.0,61.0,nan,0.5573999285697937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,212.2705044746399,727,PASS
control_referenced_soft_multiboundary,caltech,3,external,0.628654970760234,0.674755738747617,0.5714285714285715,0.5102339181286549,8.0,61.0,1.0,0.5531514883041382,2.0,1.0,27.874202728271484,1.0,147.96737670898438,1.8710942268371582,6.78432559967041,0.01,0.002757966285571456,0.003900353331118822,0.501876711845398,0.49812331795692444,0.5006304979324341,0.49936947226524353,0.6929865479469299,0.01424076035618782,0.013473957777023315,0.8921387195587158,-4.999914381187409e-05,-4.999934390070848e-05,212.2705008983612,37,PASS
control_referenced_soft_multiboundary,abide2,3,external,0.738889742014742,0.5983174012589046,0.740990990990991,0.6666769041769042,8.0,61.0,1.0,0.5531514883041382,2.0,1.0,27.874202728271484,1.0,147.96737670898438,1.8710942268371582,6.78432559967041,0.01,0.002757966285571456,0.003900353331118822,0.501876711845398,0.49812331795692444,0.5006304979324341,0.49936947226524353,0.6929865479469299,0.01424076035618782,0.013473957777023315,0.8921387195587158,-4.999914381187409e-05,-4.999934390070848e-05,212.2705008983612,727,PASS
baseline,internal_fold,4,0,0.6889564336372846,0.6415767723927174,0.5853658536585366,0.6243667679837892,41.0,48.0,nan,0.3575187921524048,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,214.06815600395203,89,PASS
control_referenced_soft_multiboundary,internal_fold,4,0,0.6889564336372846,0.6415616081241517,0.5853658536585366,0.6243667679837892,41.0,48.0,0.0,0.35751792788505554,2.0,1.0,22.9910888671875,1.0,161.24908447265625,1.7516218423843384,8.24197006225586,0.01,0.002125246450304985,0.003005552338436246,0.5012445449829102,0.49875542521476746,0.4169139564037323,0.5830860733985901,0.693015992641449,0.002125246450304985,0.002125246450304985,-1.0,0.0,0.0,214.06814980506897,89,PASS
baseline,internal_fold,4,1,0.7117527862208715,0.6195084893201402,0.575,0.6256332320162107,37.0,48.0,nan,0.34028422832489014,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,220.34711170196533,89,PASS
control_referenced_soft_multiboundary,internal_fold,4,1,0.7117527862208715,0.6194974673704646,0.575,0.6256332320162107,37.0,48.0,0.0,0.3402669429779053,2.0,1.0,23.349092483520508,0.9999999403953552,128.8135986328125,1.7159144878387451,6.1741533279418945,0.01,0.0027791899628937244,0.00393036799505353,0.5021269917488098,0.4978730082511902,0.6216617226600647,0.3783382773399353,0.6930162906646729,0.0027791899628937244,0.0027791899628937244,-0.9999999403953552,0.0,0.0,220.34708166122437,89,PASS
baseline,internal_fold,4,2,0.7251552795031055,0.6010425272429182,0.7115384615384616,0.6521739130434783,46.0,47.0,nan,0.5069251656532288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,229.2358639240265,88,PASS
control_referenced_soft_multiboundary,internal_fold,4,2,0.7251552795031055,0.6010470210430859,0.7115384615384616,0.6521739130434783,46.0,47.0,0.0,0.506923496723175,2.0,1.0,23.012731552124023,1.0,156.04132080078125,1.803696870803833,7.861625671386719,0.01,0.002294305246323347,0.0032446379773318768,0.5015349984169006,0.498464971780777,0.45252224802970886,0.5474777221679688,0.693004310131073,0.002294305246323347,0.002294305246323347,-1.0000001192092896,0.0,0.0,229.23585844039917,88,PASS
baseline,internal_fold,4,3,0.7370600414078674,0.6170807692550562,0.7272727272727273,0.6889233954451346,45.0,28.0,nan,0.4729906916618347,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,215.6938440799713,88,PASS
control_referenced_soft_multiboundary,internal_fold,4,3,0.7370600414078674,0.6170842990074488,0.7272727272727273,0.6889233954451346,45.0,28.0,0.0,0.4729899764060974,2.0,1.0,23.62017250061035,1.0,155.10691833496094,1.3465229272842407,7.562300205230713,0.01,0.0017805732786655426,0.0025181109085679054,0.501505434513092,0.49849462509155273,0.502967357635498,0.49703264236450195,0.6930698752403259,0.0017805732786655426,0.0017805732786655426,-1.0,0.0,0.0,215.69383668899536,88,PASS
baseline,internal_fold,4,4,0.7484472049689441,0.6066283691030712,0.43750000000000006,0.6045548654244306,43.0,29.0,nan,0.3056797683238983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,217.99338626861572,88,PASS
control_referenced_soft_multiboundary,internal_fold,4,4,0.7484472049689441,0.6066308295513365,0.43750000000000006,0.6045548654244306,43.0,29.0,0.0,0.3056768774986267,2.0,1.0,23.014772415161133,1.0,152.30918884277344,1.3433010578155518,7.6494879722595215,0.01,0.0017560665728524327,0.0024834531359374523,0.501181960105896,0.498818039894104,0.43768545985221863,0.562314510345459,0.693076491355896,0.0017560666892677546,0.0017560666892677546,-0.9999998807907104,0.0,0.0,217.99338340759277,88,PASS
baseline,internal_fold,4,5,0.6569797612869746,0.6542370450914763,0.6,0.5921120913336793,44.0,38.0,nan,0.4621529281139374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,211.56886506080627,88,PASS
control_referenced_soft_multiboundary,internal_fold,4,5,0.6569797612869746,0.6542313441474062,0.6,0.5921120913336793,44.0,38.0,0.0,0.46215149760246277,2.0,1.0,22.850059509277344,1.0,148.95660400390625,1.5351231098175049,7.401108741760254,0.01,0.0020741799380630255,0.0029333336278796196,0.5014907121658325,0.4985092878341675,0.4436201751232147,0.5563797950744629,0.6930516362190247,0.0020741799380630255,0.0020741799380630255,-1.0,0.0,0.0,211.56886196136475,88,PASS
baseline,internal_fold,4,6,0.7664763881681369,0.5765753574693514,0.7070707070707072,0.6650233523611832,47.0,23.0,nan,0.48447826504707336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,197.5215082168579,88,PASS
control_referenced_soft_multiboundary,internal_fold,4,6,0.7664763881681369,0.5765782994133493,0.7070707070707072,0.6650233523611832,47.0,23.0,0.0,0.48447439074516296,2.0,1.0,23.02618980407715,1.0,153.56488037109375,1.0928906202316284,7.577690601348877,0.01,0.001442247536033392,0.0020396460313349962,0.5011219382286072,0.49887800216674805,0.47181007266044617,0.5281898975372314,0.6930977702140808,0.001442247536033392,0.001442247536033392,-1.0,0.0,0.0,197.52150082588196,88,PASS
baseline,internal_fold,4,7,0.7389724961079398,0.6041454052672496,0.6666666666666666,0.6331084587441619,50.0,16.0,nan,0.5009569525718689,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,190.2861716747284,88,PASS
control_referenced_soft_multiboundary,internal_fold,4,7,0.7415672029060716,0.6024423719311434,0.6597938144329897,0.6209133367929425,50.0,16.0,1.0,0.497265487909317,2.0,1.0,22.973405838012695,1.0,142.58444213867188,0.8925250172615051,6.627987384796143,0.01,0.001346600241959095,0.0019043803913518786,0.5013377070426941,0.4986622929573059,0.5207715034484863,0.47922849655151367,0.6931089162826538,0.013917796313762665,0.013340839184820652,0.9684081673622131,4.999982411391102e-05,4.999979501008056e-05,190.28616786003113,88,PASS
baseline,internal_fold,4,8,0.7239231966787752,0.6170537076874354,0.7272727272727273,0.6450441100155683,16.0,15.0,nan,0.5333436131477356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,202.39654183387756,88,PASS
control_referenced_soft_multiboundary,internal_fold,4,8,0.7239231966787752,0.6170590816650084,0.7272727272727273,0.6450441100155683,16.0,15.0,0.0,0.5333394408226013,2.0,1.0,24.7171630859375,1.0,145.4704132080078,0.9283332824707031,7.236799716949463,0.01,0.0012827952159568667,0.0018141464097425342,0.5008924603462219,0.49910756945610046,0.45103856921195984,0.5489614009857178,0.6931136250495911,0.0012827952159568667,0.0012827952159568667,-1.0,0.0,0.0,202.39652633666992,88,PASS
baseline,internal_fold,4,9,0.7176959003632589,0.6059458178683169,0.6909090909090909,0.5993772703684483,33.0,46.0,nan,0.561060905456543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.64162373542786,88,PASS
control_referenced_soft_multiboundary,internal_fold,4,9,0.7197716658017643,0.605380284744632,0.6909090909090909,0.5993772703684483,33.0,46.0,2.0,0.5520214438438416,2.0,1.0,23.496957778930664,1.0,152.28915405273438,1.7465261220932007,7.797781944274902,0.01,0.0022397730499505997,0.0031675174832344055,0.5013129711151123,0.4986870288848877,0.4421364963054657,0.5578634738922119,0.692997395992279,0.027372263371944427,0.02676285430788994,0.9682860374450684,-9.7499112598598e-05,-9.78641546680592e-05,200.64161801338196,88,PASS
baseline,internal_oof,4,all,0.7217151260287402,0.6144160773277929,0.6552462526766595,0.6336472227238719,40.2,33.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,209.9753072500229,882,PASS
control_referenced_soft_multiboundary,internal_oof,4,all,0.7219808570470317,0.6141883996500237,0.6545454545454545,0.6324424034467635,40.2,33.8,0.3,nan,2.0,1.0,23.305163383483887,0.9999999940395355,149.63856048583983,1.415645533800125,7.413090562820434,0.009999999999999998,0.001912097749300301,0.0027041146298870445,0.5013749718666076,0.4986250251531601,0.4761127561330795,0.5238872289657592,0.6930552303791047,0.005682466400321573,0.005563829781021923,-0.6063305735588074,-4.7499288484686986e-06,-4.786435965797864e-06,209.97529850006103,882,PASS
baseline,caltech,4,external,0.6812865497076024,0.6382706813739715,0.5517241379310345,0.6549707602339181,17.0,34.0,nan,0.33456194400787354,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,390.84324169158936,37,PASS
baseline,abide2,4,external,0.7476812039312039,0.5942709575888601,0.5125628140703518,0.6301481879606879,17.0,34.0,nan,0.33456194400787354,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,390.84324169158936,727,PASS
control_referenced_soft_multiboundary,caltech,4,external,0.6812865497076024,0.6382661626315549,0.5517241379310345,0.6549707602339181,17.0,34.0,0.0,0.3345505893230438,2.0,1.0,24.07035255432129,1.0,150.0484161376953,1.365516185760498,6.2571234703063965,0.01,0.0021823386196047068,0.0030862928833812475,0.5021962523460388,0.4978037476539612,0.6015132665634155,0.39848676323890686,0.6930605173110962,0.0021823386196047068,0.0021823386196047068,-1.0,0.0,0.0,390.8432388305664,37,PASS
control_referenced_soft_multiboundary,abide2,4,external,0.7476812039312039,0.5942699280284139,0.5125628140703518,0.6301481879606879,17.0,34.0,0.0,0.3345505893230438,2.0,1.0,24.07035255432129,1.0,150.0484161376953,1.365516185760498,6.2571234703063965,0.01,0.0021823386196047068,0.0030862928833812475,0.5021962523460388,0.4978037476539612,0.6015132665634155,0.39848676323890686,0.6930605173110962,0.0021823386196047068,0.0021823386196047068,-1.0,0.0,0.0,390.8432388305664,727,PASS
baseline,internal_fold,5,0,0.7776089159067883,0.573261187823553,0.7572815533980581,0.7125126646403241,44.0,32.0,nan,0.5472527742385864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,258.68137764930725,89,PASS
control_referenced_soft_multiboundary,internal_fold,5,0,0.7776089159067883,0.5732540790839231,0.7572815533980581,0.7125126646403241,44.0,32.0,0.0,0.5472493767738342,2.0,1.0,22.920759201049805,0.9999999403953552,149.19424438476562,1.3778578042984009,7.799728870391846,0.01,0.0017665456980466843,0.002498272806406021,0.5005751252174377,0.49942487478256226,0.41394659876823425,0.5860534310340881,0.6930704712867737,0.0017665455816313624,0.0017665455816313624,-1.0,0.0,0.0,258.6813733577728,89,PASS
baseline,internal_fold,5,1,0.7304964539007093,0.6165278213650626,0.6206896551724138,0.6324721377912867,34.0,39.0,nan,0.39470380544662476,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,317.3533275127411,89,PASS
control_referenced_soft_multiboundary,internal_fold,5,1,0.7304964539007093,0.6165358121515216,0.6206896551724138,0.6324721377912867,34.0,39.0,0.0,0.394672155380249,2.0,1.0,23.575637817382812,0.9999999403953552,140.35467529296875,1.4944015741348267,7.191897392272949,0.01,0.002077896147966385,0.002938588848337531,0.5010234713554382,0.49897652864456177,0.6305637955665588,0.36943620443344116,0.6930508613586426,0.002077896147966385,0.002077896147966385,-0.9999999403953552,0.0,0.0,317.35331320762634,89,PASS
baseline,internal_fold,5,2,0.8146997929606625,0.5228965575767978,0.6913580246913581,0.7210144927536233,44.0,42.0,nan,0.40610426664352417,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,426.72057127952576,88,PASS
control_referenced_soft_multiboundary,internal_fold,5,2,0.8146997929606625,0.5228861271414895,0.6913580246913581,0.7210144927536233,44.0,42.0,0.0,0.4061014652252197,2.0,1.0,24.53995132446289,1.0,133.58682250976562,1.5977118015289307,6.9990620613098145,0.01,0.0022827512584626675,0.0032282976899296045,0.5006035566329956,0.4993964433670044,0.4020771384239197,0.5979228615760803,0.6930411458015442,0.0022827512584626675,0.0022827512584626675,-1.0,0.0,0.0,426.72056770324707,88,PASS
baseline,internal_fold,5,3,0.7132505175983437,0.6171364933816487,0.7706422018348623,0.7065217391304348,45.0,48.0,nan,0.5920513272285461,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,379.2967014312744,88,PASS
control_referenced_soft_multiboundary,internal_fold,5,3,0.7132505175983437,0.6171641463035913,0.7706422018348623,0.7065217391304348,45.0,48.0,0.0,0.5920450091362,2.0,1.0,22.9096622467041,1.0,156.50791931152344,1.7829933166503906,7.808478832244873,0.01,0.002283406676724553,0.0032292248215526342,0.5016694664955139,0.4983305335044861,0.4747774600982666,0.5252225399017334,0.6930062174797058,0.002283406676724553,0.002283406676724553,-1.0,0.0,0.0,379.2966959476471,88,PASS
baseline,internal_fold,5,4,0.6956521739130435,0.6258799675265068,0.6206896551724138,0.6268115942028986,16.0,42.0,nan,0.36153432726860046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,223.36870503425598,88,PASS
control_referenced_soft_multiboundary,internal_fold,5,4,0.6956521739130435,0.6258848709734495,0.6206896551724138,0.6268115942028986,16.0,42.0,0.0,0.3615341782569885,2.0,1.0,24.887712478637695,1.0,146.25474548339844,1.660388469696045,7.73252534866333,0.01,0.0021472785156220198,0.0030367104336619377,0.500200092792511,0.4997998774051666,0.3976261019706726,0.6023738980293274,0.6930311322212219,0.0021472785156220198,0.0021472785156220198,-1.0,0.0,0.0,223.36870217323303,88,PASS
baseline,internal_fold,5,5,0.6652828230409964,0.659422087890796,0.6190476190476191,0.6424494032174364,1.0,12.0,nan,0.44919726252555847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,290.23452496528625,88,PASS
