method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,selected_classifier_epoch,selected_residual_epoch,threshold_hc,dynamic_dim,window_tokens,min_valid_tokens,mean_valid_tokens,min_windows,mean_windows,max_windows,mean_node_switch,mean_node_deviation,n_test,status
baseline,internal_fold,4,5,0.6580176440062273,0.6538483715697005,0.6,0.5921120913336793,44.0,38.0,nan,0.4620029926300049,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,4,5,0.6351842241826674,0.6765387888640241,0.55,0.5998962117280747,7.0,28.0,90.0,0.39300569891929626,774.0,15.0,93.53866666666667,121.36533339436849,5.658666666666667,7.3773333460489905,9.488,0.3646219921906789,0.25220627649625144,88,PASS
baseline,internal_fold,4,6,0.7675142708873898,0.5766144659022784,0.7070707070707072,0.6650233523611832,47.0,23.0,nan,0.484072744846344,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,4,6,0.7498702646600934,0.5960459752019602,0.6075949367088608,0.6577581733264142,6.0,12.0,62.0,0.42838260531425476,774.0,15.0,93.53866666666667,121.7800000406901,5.658666666666667,7.4093333447774254,9.488,0.36479869373639423,0.2526269697348277,88,PASS
baseline,internal_fold,4,7,0.7384535547483134,0.6038162895542902,0.6666666666666666,0.6331084587441619,50.0,16.0,nan,0.5031538605690002,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,4,7,0.7405293201868188,0.6076646903520923,0.7241379310344828,0.6175402179553711,50.0,16.0,61.0,0.5810259580612183,774.0,15.0,93.53866666666667,121.8640000406901,5.658666666666667,7.414666678110758,9.488,0.3596306092739105,0.24819315115610757,88,PASS
baseline,internal_fold,4,8,0.7254800207576544,0.6172118221850961,0.7272727272727273,0.6450441100155683,16.0,15.0,nan,0.5345062613487244,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,4,8,0.7254800207576544,0.6172118221850961,0.7272727272727273,0.6450441100155683,16.0,15.0,0.0,0.5345062613487244,774.0,15.0,93.53866666666667,121.21866662597657,5.658666666666667,7.371999997456869,9.488,0.35743563214937846,0.24587046412626903,88,PASS
baseline,internal_fold,4,9,0.7166580176440063,0.6062408754161503,0.6972477064220183,0.6115723923196679,33.0,46.0,nan,0.5597924590110779,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,4,9,0.7280747275557862,0.6017202468035439,0.7102803738317757,0.6359626362221069,33.0,46.0,34.0,0.5489724278450012,774.0,15.0,93.53866666666667,121.39333339436848,5.658666666666667,7.381333344777425,9.488,0.36954836201667784,0.2560557864507039,88,PASS
baseline,internal_oof,4,all,0.7216222491679781,0.6143501316446859,0.6623655913978495,0.6430174660096488,40.2,33.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
stable_dynamic_residual,internal_oof,4,all,0.7187637057867444,0.6184290825273816,0.665948275862069,0.6477025876525373,32.4,31.8,37.5,nan,774.0,15.0,93.53866666666667,121.5541334391276,5.658666666666667,7.394000011571249,9.488,0.36487008691628775,0.2523802956620852,882,PASS
baseline,caltech,4,external,0.6783625730994153,0.6416910607578635,0.5517241379310345,0.6549707602339181,17.0,34.0,nan,0.33132919669151306,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,PASS
baseline,abide2,4,external,0.7482458234809333,0.5941067903768881,0.5025295109612141,0.6250529526391595,17.0,34.0,nan,0.33132919669151306,nan,nan,nan,nan,nan,nan,nan,nan,nan,726,PASS
stable_dynamic_residual,caltech,4,external,0.652046783625731,0.6486283938044182,0.5517241379310345,0.6549707602339181,17.0,34.0,6.0,0.33047133684158325,774.0,15.0,94.28653624856156,122.5638665044541,5.7054085155350975,7.459148456367168,9.558112773302646,0.35768761757602624,0.24673154324258842,37,PASS
stable_dynamic_residual,abide2,4,external,0.7432239877380944,0.5989596784254944,0.4827586206896552,0.6202660340591375,17.0,34.0,6.0,0.33047133684158325,774.0,15.0,94.28653624856156,122.5638665044541,5.7054085155350975,7.459148456367168,9.558112773302646,0.35768761757602624,0.24673154324258842,726,PASS
baseline,internal_fold,5,0,0.776595744680851,0.5748295970559724,0.7572815533980581,0.7125126646403241,44.0,31.0,nan,0.5510036945343018,nan,nan,nan,nan,nan,nan,nan,nan,nan,89,PASS
stable_dynamic_residual,internal_fold,5,0,0.7689969604863222,0.5737349203706237,0.6428571428571429,0.6681864235055724,44.0,31.0,22.0,0.4585372507572174,774.0,15.0,93.53866666666667,121.42133359781901,5.658666666666667,7.38400001780192,9.488,0.3615082844098409,0.24980234225591025,89,PASS
baseline,internal_fold,5,1,0.7304964539007093,0.6161119000346877,0.6206896551724138,0.6324721377912867,34.0,39.0,nan,0.39609748125076294,nan,nan,nan,nan,nan,nan,nan,nan,nan,89,PASS
stable_dynamic_residual,internal_fold,5,1,0.7304964539007093,0.6161119000346877,0.6206896551724138,0.6324721377912867,34.0,39.0,0.0,0.39609748125076294,774.0,15.0,93.53866666666667,121.6146670328776,5.658666666666667,7.401333335876465,9.488,0.3508752250671387,0.24083909932772318,89,PASS
baseline,internal_fold,5,2,0.8136645962732919,0.5227880268747426,0.675,0.7101449275362319,44.0,42.0,nan,0.4037691056728363,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,5,2,0.8136645962732919,0.5227880268747426,0.675,0.7101449275362319,44.0,42.0,0.0,0.4037691056728363,774.0,15.0,93.53866666666667,121.79200028483073,5.658666666666667,7.414666670481364,9.488,0.35000594210624697,0.2397751343647639,88,PASS
baseline,internal_fold,5,3,0.7137681159420289,0.6153506554378129,0.6451612903225806,0.6237060041407867,45.0,49.0,nan,0.48703595995903015,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,5,3,0.7137681159420289,0.6153506554378129,0.6451612903225806,0.6237060041407867,45.0,49.0,0.0,0.48703595995903015,774.0,15.0,93.96533333333333,121.69866703287761,5.658666666666667,7.405333329518636,9.488,0.3592330799102783,0.24751507131258646,88,PASS
baseline,internal_fold,5,4,0.6940993788819877,0.6263496635601044,0.6206896551724138,0.6268115942028986,16.0,42.0,nan,0.3638829290866852,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,5,4,0.6997929606625258,0.6254427125304046,0.6206896551724138,0.6268115942028986,16.0,42.0,4.0,0.36318668723106384,774.0,15.0,93.53866666666667,121.25466693115234,5.658666666666667,7.377333351135254,9.488,0.38003521180152894,0.26510443846384685,88,PASS
baseline,internal_fold,5,5,0.6652828230409964,0.6594223485239139,0.6190476190476191,0.6424494032174364,1.0,12.0,nan,0.44921761751174927,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,5,5,0.6673585884795019,0.6586676474076208,0.5977011494252874,0.6058640373637779,1.0,12.0,5.0,0.45491719245910645,774.0,15.0,93.53866666666667,121.62133337402344,5.658666666666667,7.402666678110759,9.488,0.40012226287523905,0.2811753255526225,88,PASS
baseline,internal_fold,5,6,0.680332122470161,0.6324614165006535,0.5925925925925926,0.6333679294239751,15.0,37.0,nan,0.3943198621273041,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,5,6,0.680332122470161,0.6324614165006535,0.5925925925925926,0.6333679294239751,15.0,37.0,0.0,0.3943198621273041,774.0,15.0,93.53866666666667,121.53600008138021,5.658666666666667,7.391999997456868,9.488,0.3557530308564504,0.2445419725974401,88,PASS
baseline,internal_fold,5,7,0.6922677737415672,0.629090434225671,0.673469387755102,0.6315516346652829,19.0,24.0,nan,0.47867119312286377,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,5,7,0.6870783601453035,0.6355157931662466,0.6097560975609756,0.6440062272963155,19.0,24.0,31.0,0.3869859278202057,774.0,15.0,93.53866666666667,121.73066670735678,5.658666666666667,7.402666678110759,9.488,0.37984370843569437,0.2648666001955668,88,PASS
baseline,internal_fold,5,8,0.5371043072132848,0.7193611011469483,0.5454545454545454,0.5480020757654385,10.0,12.0,nan,0.468313604593277,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,5,8,0.5402179553710431,0.7210354880841053,0.4266666666666666,0.5238713025428127,10.0,12.0,27.0,0.41495171189308167,774.0,15.0,93.53866666666667,121.56800018310547,5.658666666666667,7.390666665395101,9.488,0.38029633831977844,0.2652234279314677,88,PASS
baseline,internal_fold,5,9,0.7218474312402698,0.6030297346207295,0.7241379310344828,0.6175402179553711,12.0,36.0,nan,0.6098000407218933,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,5,9,0.7218474312402698,0.6030297346207295,0.7241379310344828,0.6175402179553711,12.0,36.0,0.0,0.6098000407218933,774.0,15.0,93.53866666666667,121.73733341471355,5.658666666666667,7.406666685740153,9.488,0.36963608288764954,0.25595154960950217,88,PASS
baseline,internal_oof,5,all,0.7049405330099842,0.6198241391830379,0.6521264994547437,0.6382007688140141,24.0,32.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
stable_dynamic_residual,internal_oof,5,all,0.7042026779494854,0.620356028098454,0.621559633027523,0.6287041098010888,24.0,32.4,8.9,nan,774.0,15.0,93.58133333333335,121.59746686401365,5.658666666666667,7.397733340962728,9.488,0.36873091666698454,0.25547949616114296,882,PASS
baseline,caltech,5,external,0.628654970760234,0.6975209273078438,0.6500000000000001,0.6198830409356726,21.0,75.0,nan,0.5248631238937378,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,PASS
baseline,abide2,5,external,0.7539146441967759,0.5874376322679415,0.7309048178613395,0.6735999322206219,21.0,75.0,nan,0.5248631238937378,nan,nan,nan,nan,nan,nan,nan,nan,nan,726,PASS
stable_dynamic_residual,caltech,5,external,0.6169590643274854,0.7140846540960006,0.6,0.5657894736842105,44.0,70.0,75.0,0.5722635984420776,774.0,15.0,94.28653624856156,122.46950542419223,5.7054085155350975,7.449942479062273,9.558112773302646,0.35954602904643507,0.24828313436826435,37,PASS
stable_dynamic_residual,abide2,5,external,0.7469980667472831,0.5930380745385978,0.7346938775510204,0.6613572820469372,44.0,70.0,75.0,0.5722635984420776,774.0,15.0,94.28653624856156,122.46950542419223,5.7054085155350975,7.449942479062273,9.558112773302646,0.35954602904643507,0.24828313436826435,726,PASS
baseline,internal_fold,6,0,0.6955420466058764,0.61231388448135,0.48484848484848486,0.6344984802431611,46.0,31.0,nan,0.34064996242523193,nan,nan,nan,nan,nan,nan,nan,nan,nan,89,PASS
stable_dynamic_residual,internal_fold,6,0,0.7056737588652482,0.6161788284674792,0.5194805194805194,0.5937183383991894,46.0,31.0,115.0,0.4001750349998474,774.0,15.0,93.53866666666667,121.9413330485026,5.658666666666667,7.423999994913737,9.488,0.35755583254496254,0.2467010728120804,89,PASS
baseline,internal_fold,6,1,0.7117527862208713,0.6573489877389999,0.6739130434782609,0.6631205673758864,10.0,80.0,nan,0.45350325107574463,nan,nan,nan,nan,nan,nan,nan,nan,nan,89,PASS
stable_dynamic_residual,internal_fold,6,1,0.7117527862208713,0.6573489877389999,0.6739130434782609,0.6631205673758864,10.0,80.0,0.0,0.45350325107574463,774.0,15.0,93.53866666666667,121.64666670735677,5.658666666666667,7.403999994913737,9.488,0.36254580442110695,0.2508249226411184,89,PASS
baseline,internal_fold,6,2,0.7256728778467909,0.5931423993865528,0.5822784810126582,0.6309523809523809,32.0,42.0,nan,0.36659669876098633,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,6,2,0.7256728778467909,0.5931423993865528,0.5822784810126582,0.6309523809523809,32.0,42.0,0.0,0.36659669876098633,774.0,15.0,93.53866666666667,121.8519999593099,5.658666666666667,7.417333328247071,9.488,0.3499391100406647,0.23965308876832325,88,PASS
baseline,internal_fold,6,3,0.6858178053830227,0.629495479955638,0.6265060240963856,0.6516563146997929,36.0,17.0,nan,0.440563827753067,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,6,3,0.6630434782608695,0.6426377542630028,0.7155963302752294,0.6381987577639752,2.0,9.0,149.0,0.525504469871521,774.0,15.0,93.53866666666667,121.36399971516927,5.658666666666667,7.381333343505859,9.488,0.3515138700803121,0.2456071560382843,88,PASS
baseline,internal_fold,6,4,0.7976190476190477,0.5692846265574695,0.6829268292682927,0.7091097308488613,6.0,14.0,nan,0.4431527554988861,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,6,4,0.7908902691511388,0.5740456088417268,0.5454545454545454,0.6718426501035196,6.0,14.0,33.0,0.3687666356563568,774.0,15.0,93.53866666666667,121.96933353678385,5.658666666666667,7.424000005086263,9.488,0.39930895121892296,0.28103495375315346,88,PASS
baseline,internal_fold,6,5,0.7929423975090815,0.5701956451173729,0.7422680412371133,0.7122470160871821,28.0,16.0,nan,0.5080745816230774,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,6,5,0.7592112091333679,0.5941877637289362,0.6666666666666666,0.6743642968344576,11.0,11.0,6.0,0.48983314633369446,774.0,15.0,93.53866666666667,121.22266697184244,5.658666666666667,7.367999997456868,9.488,0.37185118969281516,0.25853595836957294,88,PASS
baseline,internal_fold,6,6,0.6626881162428645,0.6934294309239868,0.673076923076923,0.6040477426050856,25.0,51.0,nan,0.5852591395378113,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,6,6,0.6626881162428645,0.6934294309239868,0.673076923076923,0.6040477426050856,25.0,51.0,0.0,0.5852591395378113,774.0,15.0,93.53866666666667,121.24133327229818,5.658666666666667,7.371999997456869,9.488,0.3739962700208028,0.2596661032040914,88,PASS
baseline,internal_fold,6,7,0.6320705760249091,0.6647201574183359,0.6909090909090909,0.5993772703684483,41.0,27.0,nan,0.5675620436668396,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,6,7,0.6320705760249091,0.6647201574183359,0.6909090909090909,0.5993772703684483,41.0,27.0,0.0,0.5675620436668396,774.0,15.0,93.53866666666667,121.62800004069011,5.658666666666667,7.396000011444092,9.488,0.35692112469673154,0.24545943224430083,88,PASS
baseline,internal_fold,6,8,0.6990140114167099,0.6368953524650625,0.5263157894736842,0.6030098598858329,9.0,15.0,nan,0.3936033546924591,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,6,8,0.6990140114167099,0.6365666445705901,0.5714285714285714,0.6364815775817333,9.0,15.0,10.0,0.3923044800758362,774.0,15.0,93.53866666666667,121.52400022379557,5.658666666666667,7.390666685740153,9.488,0.36310587588946025,0.2508378572463989,88,PASS
baseline,internal_fold,6,9,0.696419304618578,0.6374896439586859,0.6597938144329897,0.6209133367929425,40.0,56.0,nan,0.4798862636089325,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,6,9,0.6886351842241827,0.6360851503218791,0.6881720430107526,0.6696938245978205,40.0,56.0,115.0,0.41468459367752075,774.0,15.0,93.53866666666667,121.57466670735677,5.658666666666667,7.396000011444092,9.488,0.36200496888160705,0.250039488474528,88,PASS
baseline,internal_oof,6,all,0.7098526869791801,0.6264506081366488,0.6433408577878105,0.6436934031629731,27.3,34.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
stable_dynamic_residual,internal_oof,6,all,0.7021851861407085,0.6308477184517205,0.6420581655480985,0.6386058151234488,22.2,33.6,42.8,nan,774.0,15.0,93.53866666666667,121.59640001831053,5.658666666666667,7.397333337020873,9.488,0.3648742997487386,0.2528360033551852,882,PASS
baseline,caltech,6,external,0.6842105263157895,0.6367651717734122,0.6500000000000001,0.6198830409356726,31.0,28.0,nan,0.5159192085266113,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,PASS
baseline,abide2,6,external,0.7343048377531135,0.60855286702449,0.7359813084112148,0.6769465390155045,31.0,28.0,nan,0.5159192085266113,nan,nan,nan,nan,nan,nan,nan,nan,nan,726,PASS
stable_dynamic_residual,caltech,6,external,0.6140350877192983,0.6659021511988316,0.5555555555555555,0.5687134502923976,31.0,28.0,51.0,0.4506079852581024,774.0,15.0,94.28653624856156,122.70425818896541,5.7054085155350975,7.4706559290957255,9.558112773302646,0.3543438256404205,0.24417177190783385,37,PASS
stable_dynamic_residual,abide2,6,external,0.7141173661549838,0.621649114091055,0.6436464088397791,0.6545793442345167,31.0,28.0,51.0,0.4506079852581024,774.0,15.0,94.28653624856156,122.70425818896541,5.7054085155350975,7.4706559290957255,9.558112773302646,0.3543438256404205,0.24417177190783385,726,PASS
baseline,internal_fold,7,0,0.7152988855116515,0.6283696576333487,0.6436781609195402,0.6550151975683891,40.0,38.0,nan,0.41348975896835327,nan,nan,nan,nan,nan,nan,nan,nan,nan,89,PASS
stable_dynamic_residual,internal_fold,7,0,0.7102330293819655,0.62972791511055,0.6373626373626374,0.6299392097264438,40.0,38.0,21.0,0.42453721165657043,774.0,15.0,93.53866666666667,121.76533341471354,5.658666666666667,7.408000010172526,9.488,0.35514038292566935,0.24522481815020244,89,PASS
baseline,internal_fold,7,1,0.82016210739615,0.524789210965363,0.6818181818181819,0.6881965552178319,35.0,42.0,nan,0.4230809211730957,nan,nan,nan,nan,nan,nan,nan,nan,nan,89,PASS
stable_dynamic_residual,internal_fold,7,1,0.82016210739615,0.524789210965363,0.6818181818181819,0.6881965552178319,35.0,42.0,0.0,0.4230809211730957,774.0,15.0,93.53866666666667,121.14800032552084,5.658666666666667,7.368000010172526,9.488,0.36087703148523964,0.2506626315116882,89,PASS
baseline,internal_fold,7,2,0.7106625258799172,0.6220699295309733,0.702127659574468,0.6801242236024845,42.0,36.0,nan,0.4792622923851013,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,7,2,0.7106625258799172,0.6220699295309733,0.702127659574468,0.6801242236024845,42.0,36.0,0.0,0.4792622923851013,774.0,15.0,93.53866666666667,121.71599987792969,5.658666666666667,7.405333343505859,9.488,0.359518678744634,0.2480425066947937,88,PASS
baseline,internal_fold,7,3,0.7349896480331263,0.6277260712876497,0.693069306930693,0.6423395445134576,48.0,86.0,nan,0.5568549633026123,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,7,3,0.7349896480331263,0.62856062343885,0.693069306930693,0.6423395445134576,48.0,86.0,8.0,0.5571671724319458,774.0,15.0,93.53866666666667,122.12799995930989,5.658666666666667,7.438666661580403,9.488,0.3595365172227224,0.24790277115503948,88,PASS
baseline,internal_fold,7,4,0.6915113871635611,0.6327561983194268,0.5476190476190477,0.5714285714285714,28.0,41.0,nan,0.3939639627933502,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,7,4,0.6915113871635611,0.6327561983194268,0.5476190476190477,0.5714285714285714,28.0,41.0,0.0,0.3939639627933502,774.0,15.0,93.53866666666667,121.86266646321614,5.658666666666667,7.415999994913737,9.488,0.3503389749526978,0.2402748099565506,88,PASS
baseline,internal_fold,7,5,0.6953814218993253,0.6476051343810129,0.674698795180723,0.7003113648157758,33.0,30.0,nan,0.4199073314666748,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,7,5,0.7125064867669955,0.6336949009962258,0.6428571428571429,0.6652828230409964,1.0,36.0,149.0,0.4162047207355499,774.0,15.0,93.53866666666667,121.21066666666667,5.658666666666667,7.36533335240682,9.488,0.33049021085103353,0.22312562704086303,88,PASS
baseline,internal_fold,7,6,0.8297872340425532,0.5358078708955917,0.6666666666666666,0.701868188894655,27.0,25.0,nan,0.40066760778427124,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,7,6,0.8204462895692787,0.5407174814508193,0.6976744186046512,0.7093928386092372,27.0,25.0,34.0,0.44712525606155396,774.0,15.0,93.53866666666667,121.09333339436849,5.658666666666667,7.360000012715657,9.488,0.38768290932973226,0.2710840398470561,88,PASS
baseline,internal_fold,7,7,0.7296315516346653,0.5883252053235711,0.5999999999999999,0.6455630513751947,32.0,53.0,nan,0.3579837381839752,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,7,7,0.7296315516346653,0.5883252053235711,0.5999999999999999,0.6455630513751947,32.0,53.0,0.0,0.3579837381839752,774.0,15.0,93.53866666666667,121.60133369954427,5.658666666666667,7.401333352406819,9.488,0.37493341557184856,0.26104308358828227,88,PASS
baseline,internal_fold,7,8,0.7140633108458744,0.622196669209112,0.5925925925925926,0.6333679294239751,26.0,45.0,nan,0.4167036712169647,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,7,8,0.7140633108458744,0.622196669209112,0.5925925925925926,0.6333679294239751,26.0,45.0,0.0,0.4167036712169647,774.0,15.0,93.53866666666667,121.73200004069011,5.658666666666667,7.406666678110758,9.488,0.3529667212168376,0.2441400631268819,88,PASS
baseline,internal_fold,7,9,0.7202906071613907,0.6126390030122115,0.7090909090909091,0.6222106901920083,30.0,49.0,nan,0.5304563045501709,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,7,9,0.7202906071613907,0.6126390030122115,0.7090909090909091,0.6222106901920083,30.0,49.0,0.0,0.5304563045501709,774.0,15.0,93.53866666666667,121.86800022379558,5.658666666666667,7.414666685740153,9.488,0.3508307334582011,0.2405204351345698,88,PASS
baseline,internal_oof,7,all,0.7343928175227676,0.6041657987729315,0.6546681664791901,0.6537318438636774,34.1,44.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
stable_dynamic_residual,internal_oof,7,all,0.735558938107892,0.603488101149094,0.6540600667408231,0.6485101003586078,30.9,45.1,21.2,nan,774.0,15.0,93.53866666666667,121.61253340657554,5.658666666666667,7.398400010172526,9.488,0.3582315575758616,0.24720207862059276,882,PASS
baseline,caltech,7,external,0.628654970760234,0.7200897956911859,0.6190476190476191,0.564327485380117,30.0,81.0,nan,0.5388284921646118,nan,nan,nan,nan,nan,nan,nan,nan,nan,37,PASS
baseline,abide2,7,external,0.742191892662112,0.6005198915237328,0.7386363636363636,0.6672879776328052,30.0,81.0,nan,0.5388284921646118,nan,nan,nan,nan,nan,nan,nan,nan,nan,726,PASS
stable_dynamic_residual,caltech,7,external,0.628654970760234,0.7200897956911859,0.6190476190476191,0.564327485380117,30.0,81.0,0.0,0.5388284921646118,774.0,15.0,94.28653624856156,122.24395881011928,5.7054085155350975,7.437284238044906,9.558112773302646,0.3596286697546824,0.24778395630547861,37,PASS
stable_dynamic_residual,abide2,7,external,0.742191892662112,0.6005198915237328,0.7386363636363636,0.6672879776328052,30.0,81.0,0.0,0.5388284921646118,774.0,15.0,94.28653624856156,122.24395881011928,5.7054085155350975,7.437284238044906,9.558112773302646,0.3596286697546824,0.24778395630547861,726,PASS
baseline,internal_fold,8,0,0.7897669706180345,0.5916480918631514,0.7551020408163265,0.7269503546099291,46.0,23.0,nan,0.4779908359050751,nan,nan,nan,nan,nan,nan,nan,nan,nan,89,PASS
stable_dynamic_residual,internal_fold,8,0,0.761904761904762,0.6145134190140011,0.6881720430107526,0.6737588652482269,20.0,19.0,56.0,0.4708581566810608,774.0,15.0,93.53866666666667,121.96133357747397,5.658666666666667,7.42400001780192,9.488,0.3596885013580322,0.24760148358345033,89,PASS
baseline,internal_fold,8,1,0.6742654508611956,0.6637758454579143,0.631578947368421,0.6048632218844985,20.0,59.0,nan,0.49413353204727173,nan,nan,nan,nan,nan,nan,nan,nan,nan,89,PASS
stable_dynamic_residual,internal_fold,8,1,0.6676798378926038,0.6626884011629675,0.5714285714285715,0.6005572441742655,20.0,59.0,106.0,0.4019092917442322,774.0,15.0,93.53866666666667,121.4679999186198,5.658666666666667,7.392000011444091,9.488,0.35684224096934003,0.24601654688517252,89,PASS
baseline,internal_fold,8,2,0.7406832298136646,0.6056876894936484,0.7083333333333334,0.6790890269151139,48.0,46.0,nan,0.4449201822280884,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,8,2,0.7365424430641822,0.6078553809991587,0.7032967032967032,0.693064182194617,48.0,46.0,149.0,0.3952549397945404,774.0,15.0,93.53866666666667,121.45999997965495,5.658666666666667,7.390666685740153,9.488,0.352820233186086,0.2418752601146698,88,PASS
baseline,internal_fold,8,3,0.6620082815734989,0.6902652308023587,0.5822784810126582,0.6309523809523809,43.0,61.0,nan,0.39026907086372375,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,8,3,0.6620082815734989,0.6902652308023587,0.5822784810126582,0.6309523809523809,43.0,61.0,0.0,0.39026907086372375,774.0,15.0,93.53866666666667,121.5893335164388,5.658666666666667,7.397333351135254,9.488,0.37583831389745076,0.26152712329228717,88,PASS
baseline,internal_fold,8,4,0.7675983436853002,0.5881487239256716,0.5833333333333333,0.6687370600414079,15.0,23.0,nan,0.37429943680763245,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,8,4,0.7525879917184265,0.5941572537566709,0.6233766233766235,0.677536231884058,15.0,23.0,55.0,0.38024580478668213,774.0,15.0,93.53866666666667,121.36666687011719,5.658666666666667,7.381333344777425,9.488,0.3563854420185089,0.24498983367284138,88,PASS
baseline,internal_fold,8,5,0.7420861442656981,0.5915345032164911,0.5333333333333333,0.6152049818370524,12.0,24.0,nan,0.3991135060787201,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,8,5,0.7265179034769071,0.6035733917586725,0.5428571428571428,0.65334717176959,12.0,24.0,110.0,0.35998550057411194,774.0,15.0,93.53866666666667,121.05066670735677,5.658666666666667,7.354666678110759,9.488,0.40283220823605853,0.28351097512245177,88,PASS
baseline,internal_fold,8,6,0.7026466009340944,0.6155832860945497,0.6153846153846154,0.6027503892060198,13.0,38.0,nan,0.44755789637565613,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,8,6,0.7000518941359626,0.6315512055553804,0.6451612903225806,0.6240269849507005,37.0,45.0,126.0,0.42061567306518555,774.0,15.0,93.53866666666667,121.61200012207031,5.658666666666667,7.405333337148031,9.488,0.3575445358753204,0.24760110584894815,88,PASS
baseline,internal_fold,8,7,0.759211209133368,0.5848505904885797,0.6588235294117647,0.6759211209133368,13.0,26.0,nan,0.4236849844455719,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,8,7,0.7919045147898287,0.5666457378687131,0.7526881720430109,0.7381940840685002,13.0,26.0,72.0,0.44477108120918274,774.0,15.0,93.53866666666667,121.86533359781902,5.658666666666667,7.411999997456869,9.488,0.3546564095020294,0.2440318699280421,88,PASS
baseline,internal_fold,8,8,0.7451997924234561,0.6015351752331007,0.6206896551724138,0.6286974571873378,17.0,31.0,nan,0.4981914162635803,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,PASS
stable_dynamic_residual,internal_fold,8,8,0.7566165023352361,0.6005827160693514,0.625,0.6683964711987546,17.0,31.0,73.0,0.4549567997455597,774.0,15.0,93.53866666666667,121.87866672770183,5.658666666666667,7.413333344777425,9.488,0.38349196982383726,0.2682828346888224,88,PASS
