method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,selected_classifier_epoch,selected_residual_epoch,threshold_hc,dynamic_dim,window_tokens,min_valid_tokens,mean_valid_tokens,min_windows,mean_windows,max_windows,mean_edge_switch,std_edge_switch,dynamic_head_l2,task_seconds,n_test,status
baseline,abide2,4,external,0.7481688014603375,0.5940691782364415,0.5025295109612141,0.6250529526391595,17.0,34.0,nan,0.3309032917022705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,323.5357131958008,726,PASS
pretransformer_edge_residual,caltech,4,external,0.695906432748538,0.6289511569471748,0.5555555555555555,0.5687134502923976,17.0,34.0,1.0,0.4196680784225464,73536.0,15.0,94.28653624856156,122.5638665044541,5.7054085155350975,7.459148456367168,9.558112773302646,0.34532953567279906,0.12831239785540366,0.013558534905314445,323.53571224212646,37,PASS
pretransformer_edge_residual,abide2,4,external,0.7477451803470613,0.5925128185430852,0.6758241758241759,0.6846564432771329,17.0,34.0,1.0,0.4196680784225464,73536.0,15.0,94.28653624856156,122.5638665044541,5.7054085155350975,7.459148456367168,9.558112773302646,0.34532953567279906,0.12831239785540366,0.013558534905314445,323.53571224212646,726,PASS
baseline,internal_fold,5,0,0.7771023302938197,0.5746212346972986,0.7572815533980581,0.7125126646403241,44.0,31.0,nan,0.5510218739509583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,390.87837171554565,89,PASS
pretransformer_edge_residual,internal_fold,5,0,0.7771023302938197,0.5746212322274115,0.7572815533980581,0.7125126646403241,44.0,31.0,0.0,0.5510218739509583,73536.0,15.0,93.53866666666667,121.42133359781901,5.658666666666667,7.38400001780192,9.488,0.3493666631380717,0.13056457388401033,0.0,390.87837076187134,89,PASS
baseline,internal_fold,5,1,0.7304964539007092,0.6163222288539979,0.6206896551724138,0.6324721377912867,34.0,39.0,nan,0.39651134610176086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,334.30518794059753,89,PASS
pretransformer_edge_residual,internal_fold,5,1,0.7234042553191489,0.6379977668648503,0.6947368421052632,0.6724924012158056,34.0,39.0,15.0,0.4525092840194702,73536.0,15.0,93.53866666666667,121.6146670328776,5.658666666666667,7.401333335876465,9.488,0.29043081172307333,0.11768154406547546,0.11751119792461395,334.30518531799316,89,PASS
baseline,internal_fold,5,2,0.8141821946169773,0.5225834016201313,0.6913580246913581,0.7210144927536233,44.0,42.0,nan,0.40876635909080505,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,337.95627546310425,88,PASS
pretransformer_edge_residual,internal_fold,5,2,0.8141821946169773,0.5225833951628396,0.6913580246913581,0.7210144927536233,44.0,42.0,0.0,0.40876635909080505,73536.0,15.0,93.53866666666667,121.79200028483073,5.658666666666667,7.414666670481364,9.488,0.19394671364625296,0.08593829939762751,0.0,337.95627427101135,88,PASS
baseline,internal_fold,5,3,0.7132505175983437,0.6166493458379355,0.7636363636363634,0.6946169772256728,45.0,48.0,nan,0.5951942205429077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,345.04464769363403,88,PASS
pretransformer_edge_residual,internal_fold,5,3,0.7132505175983437,0.616649345826448,0.7636363636363634,0.6946169772256728,45.0,48.0,0.0,0.5951942205429077,73536.0,15.0,93.96533333333333,121.69866703287761,5.658666666666667,7.405333329518636,9.488,0.33030105447769165,0.1285931067665418,0.0,345.0446469783783,88,PASS
baseline,internal_fold,5,4,0.6966873706004141,0.6262564152192011,0.6206896551724138,0.6268115942028986,16.0,42.0,nan,0.366782009601593,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,345.35943245887756,88,PASS
pretransformer_edge_residual,internal_fold,5,4,0.6966873706004141,0.6262564171433957,0.6206896551724138,0.6268115942028986,16.0,42.0,0.0,0.366782009601593,73536.0,15.0,93.53866666666667,121.25466693115234,5.658666666666667,7.377333351135254,9.488,0.3597257618109385,0.13800939285755157,0.0,345.35943126678467,88,PASS
baseline,internal_fold,5,5,0.6652828230409964,0.6594294615253982,0.6190476190476191,0.6424494032174364,1.0,12.0,nan,0.44923731684684753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,261.0918667316437,88,PASS
pretransformer_edge_residual,internal_fold,5,5,0.6652828230409964,0.6594294674562129,0.6190476190476191,0.6424494032174364,1.0,12.0,0.0,0.4492373466491699,73536.0,15.0,93.53866666666667,121.62133337402344,5.658666666666667,7.402666678110759,9.488,0.385878270705541,0.14400182406107584,0.0,261.0918653011322,88,PASS
baseline,internal_fold,5,6,0.6953814218993254,0.6228975586627307,0.651685393258427,0.6499740529320187,23.0,37.0,nan,0.44362446665763855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,305.08875608444214,88,PASS
pretransformer_edge_residual,internal_fold,5,6,0.706279190451479,0.6158376965200754,0.6881720430107526,0.6696938245978205,23.0,37.0,1.0,0.47667816281318665,73536.0,15.0,93.53866666666667,121.53600008138021,5.658666666666667,7.391999997456868,9.488,0.34486779618263247,0.12855786293745042,0.013558614999055862,305.0887539386749,88,PASS
baseline,internal_fold,5,7,0.694862480539699,0.6275439677860618,0.6947368421052632,0.6681370005189413,19.0,23.0,nan,0.4728573262691498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,301.4867079257965,88,PASS
pretransformer_edge_residual,internal_fold,5,7,0.694862480539699,0.6275439668319592,0.6947368421052632,0.6681370005189413,19.0,23.0,0.0,0.4728573262691498,73536.0,15.0,93.53866666666667,121.73066670735678,5.658666666666667,7.402666678110759,9.488,0.2980738509496053,0.12655589097738265,0.0,301.48670721054077,88,PASS
baseline,internal_fold,5,8,0.5365853658536586,0.7195905368599782,0.5434782608695652,0.5220550077841204,10.0,12.0,nan,0.4766483008861542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,277.8547451496124,88,PASS
pretransformer_edge_residual,internal_fold,5,8,0.5080435910742086,0.7334736072183516,0.5384615384615384,0.44421380384016607,10.0,12.0,1.0,0.5391504764556885,73536.0,15.0,93.53866666666667,121.56800018310547,5.658666666666667,7.390666665395101,9.488,0.2750292840003967,0.1199978236357371,0.013558667153120041,277.8547444343567,88,PASS
baseline,internal_fold,5,9,0.7405293201868189,0.6022587777775228,0.6875000000000001,0.6559418785677218,29.0,41.0,nan,0.42543601989746094,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,326.4311649799347,88,PASS
pretransformer_edge_residual,internal_fold,5,9,0.7462376751427088,0.5857906056949755,0.7222222222222223,0.6466009340944473,29.0,41.0,10.0,0.5640094876289368,73536.0,15.0,93.53866666666667,121.73733341471355,5.658666666666667,7.406666685740153,9.488,0.34620999765396115,0.13113549248377482,0.11041233688592911,326.43116307258606,88,PASS
baseline,internal_oof,5,all,0.7075204458089317,0.6187623596388819,0.6688311688311688,0.6525218647609711,26.5,32.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
pretransformer_edge_residual,internal_oof,5,all,0.7076546012744769,0.6199872642657437,0.68125,0.6501070663811563,26.5,32.7,2.7,nan,73536.0,15.0,93.58133333333335,121.59746686401365,5.658666666666667,7.397733340962728,9.488,0.3173830204288165,0.12510358110666275,nan,nan,882,PASS
baseline,caltech,5,external,0.6315789473684211,0.6977740451368257,0.6500000000000001,0.6198830409356726,21.0,75.0,nan,0.5266686081886292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,274.3507652282715,37,PASS
baseline,abide2,5,external,0.7537451957514653,0.5875081839356597,0.7300469483568076,0.6720325341014997,21.0,75.0,nan,0.5266686081886292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,274.3507652282715,726,PASS
pretransformer_edge_residual,caltech,5,external,0.6315789473684211,0.7001327629766205,0.6666666666666667,0.6476608187134503,21.0,75.0,2.0,0.4362489581108093,73536.0,15.0,94.28653624856156,122.46950542419223,5.7054085155350975,7.449942479062273,9.558112773302646,0.3466582486215203,0.12828688102295263,0.024496732279658318,274.35076427459717,37,PASS
pretransformer_edge_residual,abide2,5,external,0.7554704890128088,0.5863760251044998,0.7090909090909092,0.6943150046598323,21.0,75.0,2.0,0.4362489581108093,73536.0,15.0,94.28653624856156,122.46950542419223,5.7054085155350975,7.449942479062273,9.558112773302646,0.3466582486215203,0.12828688102295263,0.024496732279658318,274.35076427459717,726,PASS
baseline,internal_fold,6,0,0.6965552178318136,0.6122457476124684,0.48484848484848486,0.6344984802431611,46.0,31.0,nan,0.34203729033470154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,407.1955120563507,89,PASS
pretransformer_edge_residual,internal_fold,6,0,0.7016210739614995,0.6188901119997641,0.5675675675675675,0.6519756838905775,46.0,31.0,8.0,0.36620837450027466,73536.0,15.0,93.53866666666667,121.9413330485026,5.658666666666667,7.423999994913737,9.488,0.3291000068187714,0.1268715969324112,0.09427044540643692,407.1955108642578,89,PASS
baseline,internal_fold,6,1,0.7122593718338399,0.6572125385875943,0.6739130434782609,0.6631205673758864,10.0,80.0,nan,0.454818457365036,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,293.9952747821808,89,PASS
pretransformer_edge_residual,internal_fold,6,1,0.7122593718338399,0.6572125391579067,0.6739130434782609,0.6631205673758864,10.0,80.0,0.0,0.4548184871673584,73536.0,15.0,93.53866666666667,121.64666670735677,5.658666666666667,7.403999994913737,9.488,0.3468040018876394,0.13101622529824575,0.0,293.99527382850647,89,PASS
baseline,internal_fold,6,2,0.7261904761904762,0.5931683854189895,0.6,0.6418219461697723,32.0,42.0,nan,0.36571910977363586,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,323.3337504863739,88,PASS
pretransformer_edge_residual,internal_fold,6,2,0.7261904761904762,0.5931683858645947,0.6,0.6418219461697723,32.0,42.0,0.0,0.36571913957595825,73536.0,15.0,93.53866666666667,121.8519999593099,5.658666666666667,7.417333328247071,9.488,0.10391876057783762,0.049943820257981615,0.0,323.33375000953674,88,PASS
baseline,internal_fold,6,3,0.7039337474120083,0.6256355606114904,0.5352112676056338,0.6350931677018633,42.0,19.0,nan,0.3715386986732483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,295.06169414520264,88,PASS
pretransformer_edge_residual,internal_fold,6,3,0.6977225672877847,0.6246626994773788,0.5294117647058824,0.6480331262939959,42.0,19.0,1.0,0.36091652512550354,73536.0,15.0,93.53866666666667,121.36399971516927,5.658666666666667,7.381333343505859,9.488,0.30570130173365273,0.1237484369079272,0.013558638282120228,295.0616934299469,88,PASS
baseline,internal_fold,6,4,0.7976190476190477,0.5693275064902753,0.6829268292682927,0.7091097308488613,6.0,14.0,nan,0.44318413734436035,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,272.5128743648529,88,PASS
pretransformer_edge_residual,internal_fold,6,4,0.75,0.6040496978179323,0.6956521739130435,0.681159420289855,6.0,14.0,6.0,0.48787522315979004,73536.0,15.0,93.53866666666667,121.96933353678385,5.658666666666667,7.424000005086263,9.488,0.19815680106480915,0.0942330717643102,0.04425130411982536,272.51287317276,88,PASS
baseline,internal_fold,6,5,0.7924234561494551,0.5705607158094281,0.76,0.7213284898806435,28.0,16.0,nan,0.5246944427490234,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256.18092131614685,88,PASS
pretransformer_edge_residual,internal_fold,6,5,0.7924234561494551,0.5705607158508305,0.76,0.7213284898806435,28.0,16.0,0.0,0.5246944427490234,73536.0,15.0,93.53866666666667,121.22266697184244,5.658666666666667,7.367999997456868,9.488,0.3564207724730174,0.13276677946249643,0.0,256.18092036247253,88,PASS
baseline,internal_fold,6,6,0.66476388168137,0.6722731875053839,0.7021276595744681,0.6803321224701608,29.0,46.0,nan,0.5144428610801697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,282.63840103149414,88,PASS
pretransformer_edge_residual,internal_fold,6,6,0.685002594706798,0.6727352344266552,0.6736842105263158,0.6453035806953814,29.0,46.0,2.0,0.49471211433410645,73536.0,15.0,93.53866666666667,121.24133327229818,5.658666666666667,7.371999997456869,9.488,0.24489119215806326,0.10874692296981811,0.016314364969730377,282.6384003162384,88,PASS
baseline,internal_fold,6,7,0.6263622210690192,0.6665542761236914,0.6666666666666665,0.5918526206538661,41.0,26.0,nan,0.5501320958137512,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,343.94785833358765,88,PASS
pretransformer_edge_residual,internal_fold,6,7,0.5739491437467567,0.7143429109120631,0.44999999999999996,0.508562532433835,41.0,26.0,9.0,0.4194790720939636,73536.0,15.0,93.53866666666667,121.62800004069011,5.658666666666667,7.396000011444092,9.488,0.34147775514920553,0.1287804880340894,0.0925082415342331,343.9478576183319,88,PASS
baseline,internal_fold,6,8,0.7010897768552153,0.6367721001802894,0.7272727272727273,0.6878567721847431,9.0,15.0,nan,0.49505582451820374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,335.2948501110077,88,PASS
pretransformer_edge_residual,internal_fold,6,8,0.6917488323819408,0.6293330381179828,0.5263157894736842,0.6030098598858329,9.0,15.0,10.0,0.376432329416275,73536.0,15.0,93.53866666666667,121.52400022379557,5.658666666666667,7.390666685740153,9.488,0.34822630405426025,0.13012997567653656,0.10093362629413605,335.2948491573334,88,PASS
baseline,internal_fold,6,9,0.6938245978204461,0.6373551873886666,0.6666666666666666,0.6331084587441619,40.0,56.0,nan,0.4778648614883423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,365.3408558368683,88,PASS
pretransformer_edge_residual,internal_fold,6,9,0.6891541255838091,0.6470769758805066,0.6732673267326733,0.6177996886351842,40.0,56.0,2.0,0.513070285320282,73536.0,15.0,93.53866666666667,121.57466670735677,5.658666666666667,7.396000011444092,9.488,0.34788403908411664,0.13036717889706292,0.024252034723758698,365.34085488319397,88,PASS
baseline,internal_oof,6,all,0.7117050643688243,0.6241345990819598,0.6598870056497175,0.6608266040607826,28.3,34.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
pretransformer_edge_residual,internal_oof,6,all,0.7033616263770284,0.6332142243624169,0.6247086247086246,0.6387451304145919,28.3,34.5,3.8,nan,73536.0,15.0,93.53866666666667,121.59640001831053,5.658666666666667,7.397333337020873,9.488,0.2922580935001374,0.11566044962008795,nan,nan,882,PASS
baseline,caltech,6,external,0.6842105263157895,0.6366824627623033,0.6829268292682926,0.6461988304093567,31.0,28.0,nan,0.5171079635620117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,370.72117018699646,37,PASS
baseline,abide2,6,external,0.7341584959139819,0.6085559996187111,0.7365967365967365,0.6766076421248834,31.0,28.0,nan,0.5171079635620117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,370.72117018699646,726,PASS
pretransformer_edge_residual,caltech,6,external,0.7251461988304093,0.6062238548797065,0.7,0.6739766081871346,31.0,28.0,1.0,0.49196016788482666,73536.0,15.0,94.28653624856156,122.70425818896541,5.7054085155350975,7.4706559290957255,9.558112773302646,0.2450712511296651,0.10400985869803006,0.013558585196733475,370.72116923332214,37,PASS
pretransformer_edge_residual,abide2,6,external,0.7168901588964285,0.6183174701121218,0.7010804321728692,0.6486910107599764,31.0,28.0,1.0,0.49196016788482666,73536.0,15.0,94.28653624856156,122.70425818896541,5.7054085155350975,7.4706559290957255,9.558112773302646,0.2450712511296651,0.10400985869803006,0.013558585196733475,370.72116923332214,726,PASS
baseline,internal_fold,7,0,0.7147922998986829,0.6282388061974302,0.627906976744186,0.6443768996960486,40.0,38.0,nan,0.4120606482028961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,329.0270884037018,89,PASS
pretransformer_edge_residual,internal_fold,7,0,0.7147922998986829,0.6282388027924716,0.627906976744186,0.6443768996960486,40.0,38.0,0.0,0.4120606482028961,73536.0,15.0,93.53866666666667,121.76533341471354,5.658666666666667,7.408000010172526,9.488,0.15891598908106486,0.0741972934405009,0.0,329.0270872116089,89,PASS
baseline,internal_fold,7,1,0.8201621073961499,0.5252277320721752,0.6818181818181819,0.6881965552178319,35.0,42.0,nan,0.4199680685997009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,310.0269408226013,89,PASS
pretransformer_edge_residual,internal_fold,7,1,0.8201621073961499,0.5252277347236946,0.6818181818181819,0.6881965552178319,35.0,42.0,0.0,0.4199680685997009,73536.0,15.0,93.53866666666667,121.14800032552084,5.658666666666667,7.368000010172526,9.488,0.19928124860922494,0.09175285263856252,0.0,310.02693915367126,89,PASS
baseline,internal_fold,7,2,0.7101449275362319,0.6221377868410669,0.702127659574468,0.6801242236024845,42.0,36.0,nan,0.479763388633728,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,215.03856539726257,88,PASS
pretransformer_edge_residual,internal_fold,7,2,0.6920289855072463,0.666173340917383,0.72,0.6770186335403727,42.0,36.0,5.0,0.5753937363624573,73536.0,15.0,93.53866666666667,121.71599987792969,5.658666666666667,7.405333343505859,9.488,0.11808965937296549,0.05701769412557284,0.03360220789909363,215.03856444358826,88,PASS
baseline,internal_fold,7,3,0.7339544513457557,0.6277144744449563,0.693069306930693,0.6423395445134576,48.0,86.0,nan,0.5473700761795044,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,338.6048336029053,88,PASS
pretransformer_edge_residual,internal_fold,7,3,0.7339544513457557,0.627714477010577,0.693069306930693,0.6423395445134576,48.0,86.0,0.0,0.5473700761795044,73536.0,15.0,93.53866666666667,122.12799995930989,5.658666666666667,7.438666661580403,9.488,0.3405692543188731,0.129716107070446,0.0,338.6048319339752,88,PASS
baseline,internal_fold,7,4,0.6909937888198758,0.6327453190598198,0.5476190476190477,0.5714285714285714,28.0,41.0,nan,0.39359697699546814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,363.84745693206787,88,PASS
pretransformer_edge_residual,internal_fold,7,4,0.6997929606625258,0.6260332886612064,0.5679012345679013,0.6071428571428572,28.0,41.0,2.0,0.3809647560119629,73536.0,15.0,93.53866666666667,121.86266646321614,5.658666666666667,7.415999994913737,9.488,0.16819876623153687,0.07704933192332586,0.015088144689798355,363.8474552631378,88,PASS
baseline,internal_fold,7,5,0.694862480539699,0.6479424339320211,0.5789473684210527,0.6486766995329527,33.0,30.0,nan,0.3887183964252472,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,286.4269199371338,88,PASS
pretransformer_edge_residual,internal_fold,7,5,0.694862480539699,0.6479424343410048,0.5789473684210527,0.6486766995329527,33.0,30.0,0.0,0.3887183666229248,73536.0,15.0,93.53866666666667,121.21066666666667,5.658666666666667,7.36533335240682,9.488,0.23970897444089254,0.10194641002019246,0.0,286.42691946029663,88,PASS
baseline,internal_fold,7,6,0.8297872340425532,0.5359170744829033,0.6666666666666666,0.701868188894655,27.0,25.0,nan,0.40577754378318787,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,279.0430552959442,88,PASS
pretransformer_edge_residual,internal_fold,7,6,0.8349766476388167,0.5263818908737162,0.7708333333333333,0.7472755578619616,27.0,25.0,6.0,0.5174732208251953,73536.0,15.0,93.53866666666667,121.09333339436849,5.658666666666667,7.360000012715657,9.488,0.3125198584397634,0.13249960601329802,0.05335257947444916,279.0430545806885,88,PASS
baseline,internal_fold,7,7,0.7270368448365334,0.5909706775236625,0.5714285714285715,0.5967825635703166,46.0,52.0,nan,0.38931962847709656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,355.1637029647827,88,PASS
pretransformer_edge_residual,internal_fold,7,7,0.7270368448365334,0.5909706789149977,0.5714285714285715,0.5967825635703166,46.0,52.0,0.0,0.38931962847709656,73536.0,15.0,93.53866666666667,121.60133369954427,5.658666666666667,7.401333352406819,9.488,0.3592682498296102,0.1338144159714381,0.0,355.16370153427124,88,PASS
baseline,internal_fold,7,8,0.7140633108458744,0.6221556927728824,0.5925925925925926,0.6333679294239751,26.0,45.0,nan,0.4164718985557556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,303.84851837158203,88,PASS
pretransformer_edge_residual,internal_fold,7,8,0.7140633108458744,0.6221556908277497,0.5925925925925926,0.6333679294239751,26.0,45.0,0.0,0.416471928358078,73536.0,15.0,93.53866666666667,121.73200004069011,5.658666666666667,7.406666678110758,9.488,0.3227601614793142,0.12531152363618214,0.0,303.8485176563263,88,PASS
baseline,internal_fold,7,9,0.7187337830825117,0.6125080592178521,0.7090909090909091,0.6222106901920083,30.0,49.0,nan,0.5307106375694275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,337.8045103549957,88,PASS
pretransformer_edge_residual,internal_fold,7,9,0.7010897768552155,0.6316406145368683,0.7037037037037038,0.6237675142708874,30.0,49.0,4.0,0.5273734927177429,73536.0,15.0,93.53866666666667,121.86800022379558,5.658666666666667,7.414666685740153,9.488,0.1900645088752111,0.08485916823148727,0.030983684584498405,337.80450963974,88,PASS
baseline,internal_oof,7,all,0.7339439126957509,0.604492716002505,0.6418079096045198,0.6426227393514099,35.5,44.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,882,PASS
pretransformer_edge_residual,internal_oof,7,all,0.7310750496633213,0.6091741660479446,0.6570477247502775,0.6506514279817341,35.5,44.4,1.7,nan,73536.0,15.0,93.53866666666667,121.61253340657554,5.658666666666667,7.398400010172526,9.488,0.24093766706784567,0.1008164403071006,nan,nan,882,PASS
baseline,caltech,7,external,0.631578947368421,0.7209879535978178,0.6363636363636364,0.5628654970760234,30.0,81.0,nan,0.6084505915641785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,370.3577015399933,37,PASS
baseline,abide2,7,external,0.7419223155900271,0.600659200541091,0.744136460554371,0.6434804710666779,30.0,81.0,nan,0.6084505915641785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,370.3577015399933,726,PASS
pretransformer_edge_residual,caltech,7,external,0.631578947368421,0.7209879570801914,0.6363636363636364,0.5628654970760234,30.0,81.0,0.0,0.6084505915641785,73536.0,15.0,94.28653624856156,122.24395881011928,5.7054085155350975,7.437284238044906,9.558112773302646,0.29473838412446174,0.1208321430792194,0.0,370.3577003479004,37,PASS
pretransformer_edge_residual,abide2,7,external,0.7419223155900271,0.6006592044818784,0.744136460554371,0.6434804710666779,30.0,81.0,0.0,0.6084505915641785,73536.0,15.0,94.28653624856156,122.24395881011928,5.7054085155350975,7.437284238044906,9.558112773302646,0.29473838412446174,0.1208321430792194,0.0,370.3577003479004,726,PASS
baseline,internal_fold,8,0,0.8196555217831814,0.573668424590602,0.7526881720430109,0.741388044579534,20.0,26.0,nan,0.47265276312828064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,390.96415519714355,89,PASS
pretransformer_edge_residual,internal_fold,8,0,0.7583586626139818,0.5982701134352504,0.6666666666666667,0.6512158054711246,20.0,26.0,5.0,0.4425191879272461,73536.0,15.0,93.53866666666667,121.96133357747397,5.658666666666667,7.42400001780192,9.488,0.32930833292007444,0.12828159926335017,0.053814396262168884,390.96415424346924,89,PASS
baseline,internal_fold,8,1,0.6747720364741642,0.6638342949469485,0.631578947368421,0.6048632218844985,20.0,59.0,nan,0.4938589632511139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,338.74503350257874,89,PASS
pretransformer_edge_residual,internal_fold,8,1,0.6565349544072948,0.6847532664198998,0.68,0.6355116514690984,20.0,59.0,3.0,0.5593746900558472,73536.0,15.0,93.53866666666667,121.4679999186198,5.658666666666667,7.392000011444091,9.488,0.2901618146101634,0.11959636382261912,0.02538873627781868,338.74503087997437,89,PASS
baseline,internal_fold,8,2,0.7412008281573498,0.6057329468496295,0.723404255319149,0.7028985507246377,48.0,46.0,nan,0.41510629653930664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,388.25664377212524,88,PASS
pretransformer_edge_residual,internal_fold,8,2,0.6806418219461697,0.6403451480201791,0.6736842105263158,0.6454451345755694,48.0,46.0,1.0,0.44828206300735474,73536.0,15.0,93.53866666666667,121.45999997965495,5.658666666666667,7.390666685740153,9.488,0.22387457144260406,0.09682855993509293,0.013558588922023773,388.2566418647766,88,PASS
baseline,internal_fold,8,3,0.6640786749482401,0.6892617523432871,0.5822784810126582,0.6309523809523809,43.0,60.0,nan,0.39111757278442383,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,382.1224603652954,88,PASS
pretransformer_edge_residual,internal_fold,8,3,0.6640786749482401,0.6944212376263095,0.5569620253164557,0.6081780538302277,43.0,60.0,1.0,0.38239428400993347,73536.0,15.0,93.53866666666667,121.5893335164388,5.658666666666667,7.397333351135254,9.488,0.34047502382596334,0.1353139511346817,0.013558517210185528,382.1224596500397,88,PASS
baseline,internal_fold,8,4,0.7691511387163561,0.5880453815824804,0.5945945945945946,0.6677018633540373,15.0,23.0,nan,0.3846657872200012,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,304.65184473991394,88,PASS
pretransformer_edge_residual,internal_fold,8,4,0.7691511387163561,0.5880453764899849,0.5945945945945946,0.6677018633540373,15.0,23.0,0.0,0.3846657872200012,73536.0,15.0,93.53866666666667,121.36666687011719,5.658666666666667,7.381333344777425,9.488,0.2049416171312332,0.09184262414773305,0.0,304.6518428325653,88,PASS
baseline,internal_fold,8,5,0.7441619097042034,0.5915648610309643,0.5333333333333333,0.6152049818370524,12.0,24.0,nan,0.3981872797012329,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,284.1056411266327,88,PASS
pretransformer_edge_residual,internal_fold,8,5,0.7067981318111054,0.6138794178954163,0.6521739130434782,0.63622210690192,12.0,24.0,3.0,0.4509461224079132,73536.0,15.0,93.53866666666667,121.05066670735677,5.658666666666667,7.354666678110759,9.488,0.23767072689533233,0.11002134251594543,0.023050453513860703,284.10564064979553,88,PASS
baseline,internal_fold,8,6,0.7042034250129735,0.6152330579040671,0.6153846153846154,0.6027503892060198,13.0,38.0,nan,0.44479620456695557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,368.1810779571533,88,PASS
pretransformer_edge_residual,internal_fold,8,6,0.6959003632589518,0.6309793131822233,0.5277777777777778,0.628956927867151,13.0,38.0,13.0,0.3089279532432556,73536.0,15.0,93.53866666666667,121.61200012207031,5.658666666666667,7.405333337148031,9.488,0.3413087004025777,0.1271650154789289,0.12126820534467697,368.1810767650604,88,PASS
baseline,internal_fold,8,7,0.7581733264141153,0.5849303947142791,0.6428571428571429,0.6652828230409964,13.0,26.0,nan,0.4226682484149933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,325.3463068008423,88,PASS
pretransformer_edge_residual,internal_fold,8,7,0.7581733264141153,0.5849303998549722,0.6428571428571429,0.6652828230409964,13.0,26.0,0.0,0.4226682484149933,73536.0,15.0,93.53866666666667,121.86533359781902,5.658666666666667,7.411999997456869,9.488,0.34366925636927287,0.12777646481990815,0.0,325.34630584716797,88,PASS
baseline,internal_fold,8,8,0.7477944992215879,0.6006888992146664,0.6206896551724138,0.6286974571873378,17.0,32.0,nan,0.49759742617607117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320.73244976997375,88,PASS
pretransformer_edge_residual,internal_fold,8,8,0.7472755578619615,0.5972203890336107,0.6739130434782609,0.6590555267254801,17.0,32.0,1.0,0.5199312567710876,73536.0,15.0,93.53866666666667,121.87866672770183,5.658666666666667,7.413333344777425,9.488,0.3678570353984833,0.1364249778588613,0.013558595441281796,320.732449054718,88,PASS
baseline,internal_fold,8,9,0.7514270887389725,0.5885889074740164,0.575,0.6227296315516346,39.0,29.0,nan,0.3641511797904968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,420.1342442035675,88,PASS
