method,scope,repeat,fold,auc,bce,f1,balanced_accuracy,selected_encoder_epoch,threshold_hc,mean_identity_loss,mean_prototype_loss,prototype_active,mean_min_prototype_occupancy,mean_max_prototype_occupancy,n_test,status
treatment,internal_fold,1,7,0.7057602490918526,0.6361550286453455,0.6216216216216216,0.6959003632589518,19.0,0.4247189462184906,0.08553441803591946,0.9622450764973959,6.0,8.509166666666667,12.275,88,PASS
baseline,internal_fold,1,8,0.711987545407369,0.6172092916386304,0.7387387387387387,0.6556824078879087,43.0,0.5872198343276978,0.05719541030625502,nan,0.0,nan,nan,88,PASS
treatment,internal_fold,1,8,0.7259989621172808,0.6190222903658548,0.6190476190476191,0.6424494032174364,6.0,0.4528746008872986,0.09318056338001042,0.9810725559790929,6.0,8.396666666666667,12.364166666666666,88,PASS
baseline,internal_fold,1,9,0.8002075765438506,0.5752197837259334,0.6666666666666667,0.7293720809548521,39.0,0.40229344367980957,0.053192565189674496,nan,0.0,nan,nan,88,PASS
treatment,internal_fold,1,9,0.7296315516346654,0.6195659713026489,0.6590909090909092,0.6621691748832381,47.0,0.48091256618499756,0.07919055621450145,0.9361649789412816,6.0,8.376666666666667,12.504166666666666,88,PASS
baseline,caltech,1,external,0.5672514619883041,0.6855001761015964,0.5555555555555555,0.5687134502923976,24.0,0.4987332820892334,0.04860053442385314,nan,0.0,nan,nan,37,PASS
baseline,abide2,1,external,0.7399953931203932,0.6032354464259053,0.7196029776674938,0.6859528562653563,24.0,0.4987332820892334,0.04860053442385314,nan,0.0,nan,nan,727,PASS
treatment,caltech,1,external,0.5789473684210527,0.680206876766106,0.6511627906976745,0.5906432748538011,17.0,0.5538217425346375,0.0810333939442145,0.9287517713648933,6.0,8.205714285714286,12.547142857142857,37,PASS
treatment,abide2,1,external,0.7223203316953317,0.6192946199745389,0.734966592427617,0.6538429054054055,17.0,0.5538217425346375,0.0810333939442145,0.9287517713648933,6.0,8.205714285714286,12.547142857142857,727,PASS
baseline,internal_oof,1,all,0.7229689636490286,0.6100838976075056,0.6585903083700441,0.64904414230799,35.5,nan,0.07124205773564367,nan,0.0,nan,nan,882,PASS
treatment,internal_oof,1,all,0.7127783080931864,0.6204559509477865,0.6476624857468644,0.6522612935682774,22.7,nan,0.09833061435477189,0.9606108241975309,6.0,8.286666666666665,12.544833333333333,882,PASS
baseline,internal_fold,2,0,0.7355623100303952,0.5983040554285645,0.6930693069306931,0.6461499493414387,49.0,0.5374010801315308,0.05983316027093679,nan,0.0,nan,nan,89,PASS
treatment,internal_fold,2,0,0.7183383991894631,0.6046580303351538,0.5714285714285714,0.6388044579533941,15.0,0.421879380941391,0.08540860515553504,0.9789056513706843,6.0,8.416666666666666,12.354166666666666,89,PASS
baseline,internal_fold,2,1,0.7958459979736575,0.5607562144237335,0.7499999999999999,0.7282168186423505,38.0,0.4483928680419922,0.04971829011493052,nan,0.0,nan,nan,89,PASS
treatment,internal_fold,2,1,0.7943262411347518,0.5629594313996367,0.7415730337078651,0.743920972644377,16.0,0.44840532541275024,0.08486095591758688,0.9687520971894265,6.0,8.194166666666666,12.6975,89,PASS
baseline,internal_fold,2,2,0.7116977225672878,0.6431147417832502,0.6728971962616822,0.5936853002070394,48.0,0.5326361656188965,0.15339830483930805,nan,0.0,nan,nan,88,PASS
treatment,internal_fold,2,2,0.6495859213250518,0.6549426828881791,0.6603773584905662,0.5828157349896481,48.0,0.5148575901985168,0.16514102223174026,0.9608972917000452,6.0,8.266666666666667,12.55,88,PASS
baseline,internal_fold,2,3,0.7541407867494824,0.6032380955400849,0.711111111111111,0.7049689440993789,32.0,0.43366095423698425,0.049281833364317816,nan,0.0,nan,nan,88,PASS
treatment,internal_fold,2,3,0.7660455486542442,0.6131836032517918,0.5753424657534246,0.6568322981366459,32.0,0.40700840950012207,0.07858771946281194,0.9393666883309683,6.0,8.295833333333333,12.446666666666667,88,PASS
baseline,internal_fold,2,4,0.7624223602484472,0.5842845477988482,0.6813186813186812,0.6702898550724637,21.0,0.47782549262046814,0.06551817146673178,nan,0.0,nan,nan,88,PASS
treatment,internal_fold,2,4,0.7386128364389234,0.5968730913017937,0.7254901960784315,0.6759834368530021,21.0,0.537975549697876,0.08473245168259988,0.9714972813924153,6.0,8.519166666666667,12.325,88,PASS
baseline,internal_fold,2,5,0.726517903476907,0.6092364164396987,0.7079646017699115,0.6084587441619097,10.0,0.5877462029457092,0.05980133050431808,nan,0.0,nan,nan,88,PASS
treatment,internal_fold,2,5,0.707836014530358,0.6280722141297767,0.7079646017699115,0.6084587441619097,34.0,0.6152823567390442,0.09058851328367988,0.9495970047513644,6.0,8.215,12.646666666666667,88,PASS
baseline,internal_fold,2,6,0.6990140114167099,0.6299824081504055,0.7021276595744681,0.6803321224701608,43.0,0.4662715494632721,0.08486081216251477,nan,0.0,nan,nan,88,PASS
treatment,internal_fold,2,6,0.6953814218993254,0.6186761106969555,0.5671641791044776,0.6899325376232486,40.0,0.33557096123695374,0.10264313836582005,1.002660922507445,6.0,8.651666666666667,12.1625,88,PASS
baseline,internal_fold,2,7,0.713544369486248,0.6143102779018439,0.5070422535211269,0.6183186299948106,36.0,0.3764747977256775,0.12001350470352917,nan,0.0,nan,nan,88,PASS
